受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2025-03-06 11:00,HD2503061532,PCトラブル,人事,高,係長,129,2025-03-06,あり,達成,なし,リモート,チャット,教育不足,5
2025-03-22 09:52,HD2503221533,アカウント,経理,緊急,主任,223,2025-03-22,あり,未達,なし,リモート,チャット,外部要因,2
2025-05-14 20:45,HD2505141534,セキュリティ,人事,低,主任,51,2025-05-14,あり,達成,なし,オンサイト,チャット,教育不足,5
2024-06-03 11:08,HD2406031535,アカウント,マーケ,中,係長,53,2024-06-03,あり,達成,なし,電話,チャット,教育不足,5
2024-01-03 22:40,HD2401031536,VPN,人事,中,係長,76,2024-01-03,なし,達成,なし,リモート,メール,ハード故障,4
2024-10-24 00:02,HD2410241537,アカウント,開発,中,主任,55,2024-10-24,あり,達成,なし,リモート,チャット,その他,4
2024-09-21 08:25,HD2409211538,プリンタ,総務,低,係長,10,2024-09-21,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-11-27 15:16,HD2511271539,プリンタ,開発,高,主任,105,2025-11-27,あり,未達,なし,リモート,メール,仕様,3
2026-02-15 08:12,HD2602151540,SaaS利用,経理,低,主任,22,2026-02-15,あり,達成,なし,リモート,チケット,教育不足,4
2026-01-18 10:00,HD2601181541,ネットワーク,営業,中,主任,30,2026-01-18,なし,達成,なし,リモート,チケット,ハード故障,3
2025-09-14 03:48,HD2509141542,メール,経理,中,係長,63,2025-09-14,あり,達成,なし,リモート,チケット,設定不備,5
2025-04-14 12:51,HD2504141543,VPN,総務,高,係長,116,2025-04-14,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-03-29 11:49,HD2503291544,セキュリティ,法務,低,課長,29,2025-03-29,あり,達成,なし,リモート,メール,ハード故障,4
2024-09-20 23:04,HD2409201545,アカウント,経理,緊急,主任,184,2024-09-21,あり,未達,なし,電話,メール,ハード故障,2
2025-04-30 23:05,HD2504301546,PCトラブル,製造,高,係長,169,2025-05-01,あり,未達,なし,電話,チャット,脆弱性,1
2024-12-22 17:14,HD2412221547,PCトラブル,法務,低,係長,21,2024-12-22,なし,達成,なし,オンサイト,チケット,ハード故障,4
2025-04-29 05:37,HD2504291548,PCトラブル,製造,低,主任,30,2025-04-29,なし,達成,なし,オンサイト,チャット,仕様,4
2024-09-06 03:45,HD2409061549,PCトラブル,法務,緊急,課長,254,2024-09-06,あり,未達,なし,リモート,電話,設定不備,3
2026-01-22 19:52,HD2601221550,ネットワーク,営業,中,係長,125,2026-01-22,あり,達成,なし,電話,チケット,教育不足,5
2025-03-20 23:06,HD2503201551,プリンタ,総務,中,課長,44,2025-03-20,あり,達成,なし,リモート,チャット,設定不備,5
2025-11-29 06:14,HD2511291552,SaaS利用,情シス,中,主任,64,2025-11-29,なし,達成,なし,電話,チケット,仕様,5
2026-04-20 16:26,HD2604201553,その他,法務,中,課長,82,2026-04-20,なし,達成,なし,電話,チケット,仕様,3
2024-01-18 08:36,HD2401181554,プリンタ,経理,中,主任,79,2024-01-18,あり,達成,なし,リモート,チケット,設定不備,5
2024-06-11 04:51,HD2406111555,PCトラブル,製造,中,課長,61,2024-06-11,なし,達成,なし,オンサイト,チケット,設定不備,4
2026-03-11 08:11,HD2603111556,メール,情シス,低,課長,27,2026-03-11,あり,達成,なし,リモート,チャット,ハード故障,5
2024-12-12 21:50,HD2412121557,PCトラブル,法務,中,主任,108,2024-12-12,あり,達成,なし,リモート,チケット,教育不足,5
2025-05-05 03:29,HD2505051558,メール,法務,中,係長,22,2025-05-05,なし,達成,なし,リモート,チケット,仕様,4
2024-11-20 14:23,HD2411201559,VPN,営業,中,主任,68,2024-11-20,あり,達成,なし,オンサイト,メール,教育不足,4
2025-07-20 03:16,HD2507201560,アカウント,総務,中,課長,69,2025-07-20,あり,達成,なし,リモート,メール,設定不備,5
2026-03-10 16:17,HD2603101561,PCトラブル,製造,高,課長,190,2026-03-10,あり,未達,なし,リモート,電話,設定不備,3
2024-08-01 00:17,HD2408011562,ネットワーク,人事,中,課長,55,2024-08-01,なし,達成,なし,電話,チャット,ハード故障,4
2024-02-16 16:44,HD2402161563,PCトラブル,製造,高,係長,161,2024-02-16,あり,未達,なし,オンサイト,電話,教育不足,1
2024-07-11 14:28,HD2407111564,アカウント,人事,高,課長,92,2024-07-11,あり,達成,なし,電話,チケット,ハード故障,4
2026-02-03 13:04,HD2602031565,アカウント,情シス,高,係長,137,2026-02-03,あり,未達,なし,リモート,チケット,ハード故障,3
2024-07-23 16:33,HD2407231566,VPN,製造,低,係長,30,2024-07-23,あり,達成,なし,リモート,チケット,教育不足,5
2025-07-27 04:16,HD2507271567,セキュリティ,総務,中,主任,57,2025-07-27,なし,達成,なし,リモート,チャット,その他,3
2025-09-28 05:09,HD2509281568,セキュリティ,営業,高,係長,176,2025-09-28,あり,未達,なし,リモート,チャット,ハード故障,1
2024-10-31 11:13,HD2410311569,アカウント,開発,低,係長,26,2024-10-31,あり,達成,なし,電話,チャット,仕様,4
2024-04-22 12:23,HD2404221570,プリンタ,経理,低,課長,34,2024-04-22,あり,達成,なし,リモート,メール,外部要因,4
2026-05-12 00:27,HD2605121571,その他,マーケ,中,課長,57,2026-05-12,あり,達成,なし,リモート,チケット,外部要因,5
2025-01-12 15:45,HD2501121572,アカウント,経理,低,課長,25,2025-01-12,あり,達成,なし,リモート,対面,設定不備,5
2024-12-25 02:27,HD2412251573,ネットワーク,マーケ,中,係長,48,2024-12-25,なし,達成,なし,電話,チケット,教育不足,4
2025-09-17 09:38,HD2509171574,SaaS利用,総務,中,主任,73,2025-09-17,あり,達成,あり,リモート,チケット,教育不足,4
2024-06-21 00:06,HD2406211575,アカウント,開発,中,主任,38,2024-06-21,あり,達成,なし,リモート,メール,ハード故障,4
2024-06-06 18:05,HD2406061576,PCトラブル,人事,低,係長,17,2024-06-06,あり,達成,なし,リモート,チケット,その他,4
2024-01-27 17:54,HD2401271577,業務システム,製造,緊急,係長,448,2024-01-28,あり,未達,なし,リモート,メール,脆弱性,3
2025-03-11 05:06,HD2503111578,メール,製造,低,課長,21,2025-03-11,なし,達成,なし,リモート,チャット,設定不備,4
2024-10-14 18:27,HD2410141579,PCトラブル,マーケ,低,課長,50,2024-10-14,あり,達成,なし,リモート,チケット,教育不足,4
2024-10-20 10:29,HD2410201580,プリンタ,営業,低,課長,43,2024-10-20,あり,達成,なし,リモート,チケット,脆弱性,5
2025-03-15 01:32,HD2503151581,アカウント,マーケ,中,主任,19,2025-03-15,あり,達成,なし,電話,チケット,外部要因,4
2024-01-28 04:37,HD2401281582,業務システム,製造,中,主任,40,2024-01-28,なし,達成,なし,電話,チケット,仕様,4
2025-03-29 13:07,HD2503291583,VPN,総務,中,主任,73,2025-03-29,あり,達成,なし,リモート,チャット,設定不備,5
2025-06-20 09:03,HD2506201584,アカウント,マーケ,中,主任,76,2025-06-20,あり,達成,なし,リモート,電話,教育不足,5
2026-03-21 19:04,HD2603211585,アカウント,開発,高,係長,130,2026-03-21,あり,達成,なし,リモート,チャット,仕様,5
2026-02-11 18:54,HD2602111586,PCトラブル,情シス,高,主任,113,2026-02-11,あり,達成,あり,リモート,チケット,外部要因,5
2025-12-18 23:44,HD2512181587,PCトラブル,人事,低,主任,26,2025-12-19,あり,達成,なし,リモート,対面,教育不足,5
2026-05-04 06:05,HD2605041588,アカウント,営業,中,主任,44,2026-05-04,あり,達成,なし,オンサイト,チケット,ハード故障,5
2024-01-22 15:04,HD2401221589,業務システム,人事,中,課長,112,2024-01-22,あり,達成,なし,電話,チャット,教育不足,5
2025-10-29 09:27,HD2510291590,その他,経理,中,係長,61,2025-10-29,あり,達成,なし,電話,電話,設定不備,5
2024-11-09 09:39,HD2411091591,業務システム,営業,高,係長,266,2024-11-09,あり,未達,なし,リモート,チケット,その他,1
2025-07-30 22:28,HD2507301592,ネットワーク,マーケ,高,係長,57,2025-07-30,あり,達成,なし,リモート,メール,その他,5
2025-05-22 09:52,HD2505221593,PCトラブル,営業,低,主任,28,2025-05-22,あり,達成,なし,リモート,チャット,設定不備,5
2024-10-24 03:46,HD2410241594,PCトラブル,マーケ,低,主任,15,2024-10-24,なし,達成,なし,電話,メール,その他,5
2024-05-22 21:28,HD2405221595,PCトラブル,経理,中,主任,54,2024-05-22,あり,達成,なし,リモート,チャット,その他,5
2026-01-21 23:07,HD2601211596,ネットワーク,総務,中,課長,14,2026-01-21,あり,達成,なし,リモート,チケット,設定不備,5
2025-09-09 08:43,HD2509091597,PCトラブル,営業,中,係長,40,2025-09-09,あり,達成,なし,リモート,チケット,仕様,5
2024-02-05 04:58,HD2402051598,メール,経理,高,主任,179,2024-02-05,あり,未達,なし,オンサイト,電話,設定不備,3
2024-02-26 04:34,HD2402261599,メール,営業,低,主任,27,2024-02-26,あり,達成,なし,電話,電話,仕様,5
2026-04-12 15:40,HD2604121600,業務システム,製造,低,係長,57,2026-04-12,あり,達成,なし,オンサイト,チャット,ハード故障,4
2025-02-12 23:48,HD2502121601,アカウント,情シス,低,主任,26,2025-02-13,あり,達成,なし,リモート,チャット,設定不備,5
2025-03-14 08:23,HD2503141602,業務システム,マーケ,中,主任,131,2025-03-14,あり,達成,なし,リモート,チケット,ハード故障,5
2024-08-31 04:46,HD2408311603,ネットワーク,法務,低,主任,31,2024-08-31,なし,達成,なし,電話,対面,その他,5
2026-01-31 21:19,HD2601311604,PCトラブル,総務,低,主任,42,2026-01-31,あり,達成,なし,リモート,チケット,教育不足,5
2026-04-19 17:03,HD2604191605,VPN,製造,中,主任,35,2026-04-19,あり,達成,なし,リモート,電話,設定不備,4
2025-05-19 03:23,HD2505191606,セキュリティ,営業,低,係長,54,2025-05-19,なし,達成,なし,リモート,電話,教育不足,3
2025-05-23 00:14,HD2505231607,メール,マーケ,中,課長,9,2025-05-23,あり,達成,あり,電話,チケット,教育不足,5
2025-07-16 07:20,HD2507161608,アカウント,経理,低,係長,27,2025-07-16,あり,達成,あり,リモート,チケット,設定不備,5
2024-02-15 07:13,HD2402151609,PCトラブル,営業,中,係長,58,2024-02-15,あり,達成,なし,オンサイト,チャット,教育不足,4
2025-09-05 02:16,HD2509051610,SaaS利用,営業,低,課長,30,2025-09-05,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-08-07 08:41,HD2408071611,VPN,開発,低,主任,34,2024-08-07,なし,達成,なし,リモート,チケット,外部要因,5
2024-11-15 13:13,HD2411151612,PCトラブル,マーケ,中,係長,49,2024-11-15,あり,達成,なし,リモート,電話,教育不足,4
2024-05-23 00:13,HD2405231613,業務システム,営業,中,課長,60,2024-05-23,あり,達成,なし,リモート,チケット,仕様,5
2025-07-11 10:19,HD2507111614,ネットワーク,製造,中,係長,23,2025-07-11,あり,達成,あり,リモート,チケット,教育不足,5
2025-08-18 23:55,HD2508181615,プリンタ,法務,緊急,係長,222,2025-08-19,なし,未達,なし,オンサイト,チケット,教育不足,3
2024-06-18 14:50,HD2406181616,アカウント,マーケ,中,係長,73,2024-06-18,なし,達成,なし,リモート,チケット,教育不足,4
2026-01-09 16:28,HD2601091617,VPN,営業,低,係長,44,2026-01-09,あり,達成,なし,リモート,メール,設定不備,5
2025-05-16 14:12,HD2505161618,SaaS利用,総務,中,係長,48,2025-05-16,なし,達成,なし,電話,チケット,その他,4
2024-09-22 17:46,HD2409221619,業務システム,マーケ,中,係長,84,2024-09-22,あり,達成,なし,オンサイト,チケット,教育不足,4
2026-02-05 22:06,HD2602051620,アカウント,法務,緊急,係長,253,2026-02-06,なし,未達,なし,リモート,チャット,ハード故障,3
2025-08-31 07:39,HD2508311621,アカウント,法務,中,係長,66,2025-08-31,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-07-27 00:42,HD2507271622,プリンタ,営業,中,課長,34,2025-07-27,あり,達成,なし,リモート,チケット,設定不備,5
2024-11-30 15:09,HD2411301623,アカウント,製造,高,係長,136,2024-11-30,あり,未達,なし,電話,メール,外部要因,1
2025-09-11 19:09,HD2509111624,プリンタ,製造,緊急,主任,292,2025-09-12,あり,未達,なし,リモート,チケット,ハード故障,2
2024-11-29 21:51,HD2411291625,PCトラブル,マーケ,緊急,係長,125,2024-11-29,あり,未達,なし,リモート,チャット,ハード故障,1
2025-02-05 16:36,HD2502051626,セキュリティ,法務,中,主任,59,2025-02-05,あり,達成,なし,オンサイト,電話,仕様,5
2024-10-13 00:53,HD2410131627,セキュリティ,営業,中,係長,102,2024-10-13,あり,達成,なし,オンサイト,チケット,ハード故障,4
2024-07-08 08:19,HD2407081628,PCトラブル,人事,低,係長,16,2024-07-08,あり,達成,なし,リモート,チケット,ハード故障,5
2024-12-30 14:48,HD2412301629,アカウント,経理,低,主任,36,2024-12-30,あり,達成,なし,リモート,チケット,その他,5
2026-05-05 14:15,HD2605051630,ネットワーク,総務,低,主任,18,2026-05-05,あり,達成,なし,リモート,チャット,設定不備,5
2025-02-27 22:11,HD2502271631,VPN,総務,低,係長,7,2025-02-27,あり,達成,なし,リモート,チャット,設定不備,5
2026-05-25 11:35,HD2605251632,VPN,情シス,高,主任,150,2026-05-25,あり,未達,なし,リモート,チャット,設定不備,3
2024-10-15 16:16,HD2410151633,アカウント,製造,中,係長,35,2024-10-15,あり,達成,あり,リモート,メール,外部要因,5
2025-05-24 04:19,HD2505241634,SaaS利用,総務,低,課長,20,2025-05-24,あり,達成,なし,オンサイト,チケット,設定不備,4
2026-01-05 20:13,HD2601051635,ネットワーク,マーケ,高,主任,59,2026-01-05,あり,達成,なし,電話,チケット,仕様,5
2026-05-19 20:45,HD2605191636,PCトラブル,営業,中,課長,52,2026-05-19,なし,達成,なし,リモート,対面,ハード故障,3
2025-08-14 13:54,HD2508141637,ネットワーク,法務,中,係長,64,2025-08-14,あり,達成,なし,オンサイト,チケット,設定不備,4
2025-11-30 05:40,HD2511301638,アカウント,経理,低,係長,34,2025-11-30,あり,達成,なし,リモート,チャット,脆弱性,4
2025-12-12 03:10,HD2512121639,PCトラブル,情シス,低,課長,41,2025-12-12,あり,達成,なし,オンサイト,メール,仕様,4
2026-02-04 10:44,HD2602041640,PCトラブル,総務,中,係長,74,2026-02-04,あり,達成,なし,リモート,チケット,教育不足,5
2024-09-17 14:38,HD2409171641,アカウント,経理,低,係長,26,2024-09-17,あり,達成,なし,リモート,チャット,教育不足,5
2024-11-04 00:59,HD2411041642,PCトラブル,製造,高,主任,91,2024-11-04,あり,達成,なし,電話,チケット,教育不足,5
2025-08-29 16:59,HD2508291643,PCトラブル,開発,高,係長,123,2025-08-29,あり,未達,なし,リモート,対面,設定不備,1
2024-12-21 21:52,HD2412211644,アカウント,営業,低,係長,32,2024-12-21,あり,達成,なし,リモート,メール,ハード故障,5
2025-02-26 06:09,HD2502261645,アカウント,情シス,中,主任,110,2025-02-26,あり,達成,なし,リモート,チャット,教育不足,5
2025-06-02 14:04,HD2506021646,アカウント,情シス,低,主任,10,2025-06-02,なし,達成,なし,リモート,メール,教育不足,5
2025-03-17 11:02,HD2503171647,アカウント,製造,中,係長,90,2025-03-17,あり,達成,なし,オンサイト,メール,教育不足,4
2024-07-31 20:08,HD2407311648,VPN,製造,中,課長,51,2024-07-31,あり,達成,なし,リモート,チケット,教育不足,5
2025-01-03 19:05,HD2501031649,メール,人事,高,課長,57,2025-01-03,あり,達成,なし,リモート,チャット,教育不足,5
2025-05-15 13:09,HD2505151650,業務システム,人事,高,係長,133,2025-05-15,あり,達成,なし,リモート,チャット,設定不備,4
2024-12-17 02:53,HD2412171651,VPN,製造,中,課長,75,2024-12-17,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-04-16 18:37,HD2504161652,アカウント,総務,高,係長,175,2025-04-16,なし,未達,なし,リモート,対面,脆弱性,3
2026-02-27 00:06,HD2602271653,その他,開発,中,係長,66,2026-02-27,あり,達成,なし,リモート,チャット,教育不足,5
2025-03-01 14:51,HD2503011654,SaaS利用,人事,中,課長,77,2025-03-01,あり,達成,なし,電話,チャット,ハード故障,4
2024-03-20 16:06,HD2403201655,メール,マーケ,低,課長,30,2024-03-20,あり,達成,なし,電話,メール,仕様,5
2025-04-22 06:30,HD2504221656,メール,情シス,高,主任,87,2025-04-22,あり,達成,なし,リモート,チャット,教育不足,5
2026-01-21 22:07,HD2601211657,PCトラブル,営業,高,課長,191,2026-01-22,あり,未達,なし,リモート,チケット,教育不足,1
2024-03-19 22:52,HD2403191658,アカウント,マーケ,低,係長,28,2024-03-19,あり,達成,なし,オンサイト,チャット,外部要因,5
2024-12-03 02:04,HD2412031659,SaaS利用,情シス,緊急,係長,75,2024-12-03,あり,未達,なし,電話,チケット,ハード故障,3
2024-10-22 15:29,HD2410221660,アカウント,マーケ,中,主任,83,2024-10-22,あり,達成,なし,オンサイト,チャット,教育不足,4
2026-04-09 19:51,HD2604091661,VPN,情シス,中,主任,14,2026-04-09,あり,達成,なし,リモート,チケット,教育不足,5
2024-08-31 12:07,HD2408311662,VPN,情シス,中,主任,29,2024-08-31,あり,達成,なし,リモート,チケット,外部要因,5
2024-05-10 12:21,HD2405101663,プリンタ,経理,中,主任,71,2024-05-10,あり,達成,なし,リモート,チケット,ハード故障,4
2024-04-25 05:13,HD2404251664,アカウント,マーケ,低,課長,35,2024-04-25,あり,達成,なし,リモート,対面,設定不備,5
2026-03-27 08:27,HD2603271665,VPN,法務,中,課長,32,2026-03-27,あり,達成,なし,電話,チケット,脆弱性,5
2024-03-16 07:06,HD2403161666,SaaS利用,経理,低,課長,37,2024-03-16,あり,達成,なし,リモート,電話,教育不足,5
2025-04-28 18:09,HD2504281667,業務システム,開発,中,課長,105,2025-04-28,なし,達成,なし,電話,メール,教育不足,5
2024-08-27 02:35,HD2408271668,業務システム,情シス,中,課長,40,2024-08-27,あり,達成,なし,電話,チケット,仕様,5
2025-11-29 04:57,HD2511291669,PCトラブル,開発,低,主任,35,2025-11-29,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-04-06 06:17,HD2504061670,業務システム,人事,中,課長,86,2025-04-06,あり,達成,なし,電話,チャット,その他,5
2024-02-15 15:58,HD2402151671,VPN,マーケ,中,課長,51,2024-02-15,なし,達成,なし,リモート,チャット,ハード故障,4
2024-02-03 03:22,HD2402031672,ネットワーク,製造,低,課長,39,2024-02-03,なし,達成,なし,リモート,チケット,設定不備,5
2026-01-21 19:37,HD2601211673,業務システム,人事,中,係長,63,2026-01-21,あり,達成,なし,リモート,チャット,教育不足,5
2025-03-06 17:05,HD2503061674,PCトラブル,法務,中,課長,90,2025-03-06,あり,達成,なし,リモート,チケット,設定不備,4
2025-01-10 06:59,HD2501101675,ネットワーク,経理,低,係長,29,2025-01-10,あり,達成,なし,オンサイト,チケット,外部要因,5
2026-02-05 05:06,HD2602051676,アカウント,経理,中,課長,38,2026-02-05,あり,達成,なし,リモート,電話,教育不足,5
2024-05-14 15:59,HD2405141677,SaaS利用,情シス,高,主任,85,2024-05-14,あり,達成,なし,オンサイト,電話,設定不備,5
2024-07-24 19:51,HD2407241678,SaaS利用,経理,低,課長,15,2024-07-24,あり,達成,なし,電話,チケット,ハード故障,5
2025-10-27 05:49,HD2510271679,SaaS利用,総務,中,課長,29,2025-10-27,なし,達成,なし,オンサイト,チケット,設定不備,4
2024-12-20 03:44,HD2412201680,業務システム,マーケ,中,主任,68,2024-12-20,なし,達成,あり,リモート,チケット,仕様,1
2025-09-29 17:01,HD2509291681,セキュリティ,マーケ,中,課長,119,2025-09-29,あり,達成,なし,リモート,チケット,設定不備,5
2024-07-23 22:37,HD2407231682,業務システム,開発,高,課長,228,2024-07-24,なし,未達,なし,リモート,チケット,ハード故障,1
2026-02-07 11:40,HD2602071683,メール,情シス,緊急,主任,186,2026-02-07,なし,未達,なし,オンサイト,電話,外部要因,3
2024-09-07 01:48,HD2409071684,アカウント,情シス,高,課長,115,2024-09-07,あり,未達,なし,電話,チャット,教育不足,3
2024-09-19 02:50,HD2409191685,PCトラブル,情シス,高,主任,95,2024-09-19,なし,達成,なし,オンサイト,チャット,教育不足,4
2026-02-15 19:30,HD2602151686,アカウント,開発,中,主任,90,2026-02-15,あり,達成,なし,リモート,チケット,ハード故障,4
2026-04-19 03:12,HD2604191687,ネットワーク,開発,低,係長,42,2026-04-19,あり,達成,あり,電話,チケット,その他,4
2025-04-23 09:57,HD2504231688,業務システム,人事,中,課長,97,2025-04-23,あり,達成,なし,電話,メール,設定不備,5
2025-01-16 16:06,HD2501161689,メール,マーケ,中,係長,37,2025-01-16,なし,達成,なし,リモート,チャット,教育不足,4
2024-12-23 16:25,HD2412231690,ネットワーク,総務,低,主任,16,2024-12-23,あり,達成,なし,リモート,メール,設定不備,4
2025-06-25 10:28,HD2506251691,業務システム,法務,高,課長,99,2025-06-25,あり,達成,なし,リモート,チケット,教育不足,5
2025-02-09 11:46,HD2502091692,業務システム,情シス,中,係長,78,2025-02-09,あり,達成,なし,リモート,チャット,ハード故障,4
2025-06-30 02:11,HD2506301693,PCトラブル,製造,低,課長,16,2025-06-30,あり,達成,なし,オンサイト,対面,脆弱性,5
2025-03-29 08:12,HD2503291694,VPN,経理,低,課長,32,2025-03-29,なし,達成,なし,オンサイト,メール,教育不足,3
2026-04-05 16:47,HD2604051695,業務システム,営業,低,係長,41,2026-04-05,あり,達成,なし,電話,電話,設定不備,5
2026-02-16 21:12,HD2602161696,アカウント,総務,低,課長,27,2026-02-16,なし,達成,なし,オンサイト,電話,外部要因,4
2024-11-29 15:46,HD2411291697,SaaS利用,経理,高,課長,150,2024-11-29,あり,未達,なし,リモート,チケット,教育不足,1
2024-07-10 02:40,HD2407101698,ネットワーク,マーケ,高,課長,29,2024-07-10,あり,達成,なし,オンサイト,チャット,教育不足,5
2026-02-09 20:37,HD2602091699,PCトラブル,営業,中,主任,79,2026-02-09,あり,達成,なし,リモート,メール,仕様,4
2025-12-08 07:52,HD2512081700,ネットワーク,営業,低,係長,18,2025-12-08,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-12-06 05:43,HD2412061701,ネットワーク,開発,低,係長,26,2024-12-06,あり,達成,なし,オンサイト,メール,ハード故障,5
2025-02-08 08:27,HD2502081702,PCトラブル,情シス,低,係長,27,2025-02-08,あり,達成,あり,リモート,対面,教育不足,5
2024-02-08 16:21,HD2402081703,PCトラブル,法務,高,係長,99,2024-02-08,なし,達成,なし,オンサイト,メール,設定不備,4
2026-05-22 08:43,HD2605221704,アカウント,法務,中,課長,79,2026-05-22,あり,達成,なし,オンサイト,チケット,ハード故障,5
2026-03-25 03:49,HD2603251705,アカウント,営業,中,主任,80,2026-03-25,あり,達成,なし,リモート,チャット,教育不足,5
2024-09-02 16:45,HD2409021706,メール,製造,中,係長,64,2024-09-02,あり,達成,なし,リモート,メール,教育不足,5
2025-06-30 07:14,HD2506301707,SaaS利用,経理,低,課長,25,2025-06-30,あり,達成,なし,リモート,電話,教育不足,5
2025-04-02 02:35,HD2504021708,PCトラブル,総務,低,係長,22,2025-04-02,あり,達成,なし,リモート,チャット,教育不足,5
2024-02-29 10:36,HD2402291709,SaaS利用,情シス,高,課長,112,2024-02-29,あり,未達,なし,リモート,メール,設定不備,3
2025-09-01 07:06,HD2509011710,VPN,開発,低,係長,19,2025-09-01,あり,達成,なし,リモート,チャット,教育不足,5
2024-11-27 10:11,HD2411271711,アカウント,製造,低,係長,22,2024-11-27,あり,達成,なし,リモート,チケット,設定不備,5
2025-10-03 15:16,HD2510031712,業務システム,総務,中,係長,95,2025-10-03,あり,達成,あり,オンサイト,チャット,その他,5
2026-05-14 15:40,HD2605141713,セキュリティ,開発,低,課長,20,2026-05-14,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-01-05 16:59,HD2401051714,PCトラブル,情シス,低,主任,21,2024-01-05,あり,達成,なし,リモート,メール,外部要因,5
2025-01-13 16:42,HD2501131715,アカウント,マーケ,低,課長,33,2025-01-13,あり,達成,なし,リモート,チャット,仕様,4
2024-07-11 08:11,HD2407111716,SaaS利用,営業,中,主任,90,2024-07-11,あり,達成,なし,電話,メール,外部要因,5
2025-01-05 05:36,HD2501051717,プリンタ,製造,中,主任,92,2025-01-05,あり,達成,なし,リモート,チャット,外部要因,5
2025-12-06 23:00,HD2512061718,VPN,情シス,中,主任,87,2025-12-07,あり,達成,なし,リモート,チャット,教育不足,5
2024-07-19 21:23,HD2407191719,セキュリティ,開発,低,課長,33,2024-07-19,あり,達成,なし,リモート,チャット,設定不備,5
2024-12-02 03:07,HD2412021720,PCトラブル,製造,低,課長,18,2024-12-02,あり,達成,なし,リモート,チケット,外部要因,4
2026-05-19 22:35,HD2605191721,プリンタ,人事,高,主任,59,2026-05-19,あり,達成,なし,リモート,メール,設定不備,5
2024-12-04 21:54,HD2412041722,PCトラブル,人事,中,主任,85,2024-12-04,あり,達成,なし,オンサイト,チャット,仕様,5
2026-03-18 12:27,HD2603181723,SaaS利用,マーケ,低,係長,28,2026-03-18,あり,達成,なし,オンサイト,チケット,その他,5
2026-05-24 09:54,HD2605241724,アカウント,人事,中,係長,68,2026-05-24,あり,達成,なし,リモート,メール,仕様,5
2026-01-29 22:17,HD2601291725,アカウント,製造,中,係長,46,2026-01-29,あり,達成,なし,リモート,電話,ハード故障,4
2024-10-16 05:15,HD2410161726,ネットワーク,人事,中,主任,76,2024-10-16,あり,達成,なし,リモート,チャット,設定不備,5
2026-05-20 16:56,HD2605201727,SaaS利用,経理,低,課長,15,2026-05-20,あり,達成,なし,電話,チケット,ハード故障,5
2024-01-18 21:57,HD2401181728,ネットワーク,法務,高,課長,141,2024-01-19,あり,未達,なし,リモート,チケット,仕様,3
2026-01-08 17:43,HD2601081729,PCトラブル,経理,高,課長,145,2026-01-08,あり,未達,なし,リモート,チケット,設定不備,3
2025-09-04 03:25,HD2509041730,PCトラブル,製造,高,課長,84,2025-09-04,あり,達成,なし,オンサイト,チケット,ハード故障,5
2024-09-11 02:50,HD2409111731,ネットワーク,法務,中,主任,39,2024-09-11,あり,達成,なし,電話,チャット,設定不備,5
2024-04-18 03:27,HD2404181732,メール,総務,低,課長,37,2024-04-18,あり,達成,なし,リモート,電話,外部要因,5
2025-09-06 20:37,HD2509061733,セキュリティ,経理,中,主任,46,2025-09-06,なし,達成,なし,電話,電話,ハード故障,3
2026-05-27 07:39,HD2605271734,ネットワーク,営業,中,課長,59,2026-05-27,あり,達成,なし,リモート,チケット,設定不備,5
2025-08-12 09:20,HD2508121735,PCトラブル,総務,中,課長,77,2025-08-12,あり,達成,なし,オンサイト,チャット,仕様,4
2024-07-27 19:01,HD2407271736,PCトラブル,営業,中,係長,84,2024-07-27,あり,達成,なし,電話,チケット,外部要因,5
2026-05-25 08:05,HD2605251737,メール,マーケ,低,課長,9,2026-05-25,あり,達成,なし,電話,電話,教育不足,5
2025-11-13 14:27,HD2511131738,SaaS利用,法務,低,係長,24,2025-11-13,あり,達成,あり,オンサイト,電話,教育不足,5
2024-09-14 16:45,HD2409141739,ネットワーク,経理,低,係長,24,2024-09-14,あり,達成,なし,リモート,電話,脆弱性,4
2025-11-06 16:14,HD2511061740,VPN,営業,低,主任,20,2025-11-06,あり,達成,なし,リモート,チケット,設定不備,5
2025-07-02 05:08,HD2507021741,業務システム,開発,高,主任,104,2025-07-02,あり,未達,なし,電話,チャット,設定不備,3
2024-04-11 22:43,HD2404111742,ネットワーク,情シス,低,課長,14,2024-04-11,あり,達成,なし,リモート,チャット,外部要因,5
2024-02-16 16:56,HD2402161743,SaaS利用,営業,中,課長,84,2024-02-16,あり,達成,なし,電話,チャット,ハード故障,4
2025-06-10 15:53,HD2506101744,PCトラブル,法務,中,課長,31,2025-06-10,あり,達成,なし,リモート,メール,脆弱性,4
