訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2025-10-29,V001131,花鳥風月,観光,スポット,MX-200,緊急修理,107,70019,13590,83609,達成,未解決,あり,E025,28.6,不可,中,3.7,電話
2025-10-31,V001132,大和精機製作所,製造業,スタンダード,MX-100,予防保全,140,66087,21344,87431,達成,解決,なし,E017,169.3,不可,高,4.2,現地
2025-10-31,V001133,東都フィナンシャル証券,金融,スタンダード,AX-1000,再訪問対応,121,69414,16336,85750,達成,解決,なし,E002,44.1,不可,中,3.5,電話
2025-11-01,V001134,東京湾岸エナジー,電力,スタンダード,PX-80,緊急修理,179,77215,23708,100923,未達,解決,なし,E006,83.9,不可,低,2.3,Web
2025-11-01,V001135,みどり市役所,公共,スタンダード,MX-200,定期点検,115,0,20231,20231,達成,解決,なし,E003,135.4,不可,中,5.0,メール
2025-11-02,V001136,東京湾岸エナジー,電力,スタンダード,PX-50,定期点検,113,0,16148,16148,達成,解決,なし,E003,39.5,不可,中,4.0,現地
2025-11-02,V001137,暮らしの匠,小売,プレミアム,MX-100,再訪問対応,134,62338,18586,80924,達成,解決,なし,E004,136.0,不可,低,4.2,現地
2025-11-04,V001138,花鳥風月,観光,ベーシック,MX-200,定期点検,95,0,14556,14556,達成,解決,なし,E011,7.7,不可,低,3.9,現地
2025-11-04,V001139,花鳥風月,観光,スポット,PX-50,予防保全,95,51844,12693,64537,未達,解決,なし,E015,97.4,不可,中,3.5,メール
2025-11-05,V001140,花鳥風月,観光,プレミアム,PX-80,緊急修理,164,70788,19654,90442,達成,解決,なし,E022,62.0,不可,低,3.3,メール
2025-11-05,V001141,暮らしの匠,小売,プレミアム,PX-80,ソフトウェア更新,55,0,9775,9775,達成,未解決,あり,E024,130.4,不可,低,3.5,電話
2025-11-06,V001142,花鳥風月,観光,スタンダード,AX-1000,緊急修理,178,31997,31652,63649,達成,解決,なし,E014,23.1,不可,低,3.2,メール
2025-11-06,V001143,東都フィナンシャル証券,金融,スタンダード,AX-2000,部品交換,133,11823,22898,34721,達成,解決,なし,E016,140.6,不可,低,3.7,電話
2025-11-06,V001144,株式会社ネクストブリッジ,IT,スタンダード,MX-300,ソフトウェア更新,78,0,8915,8915,達成,解決,なし,E019,130.0,不可,低,4.3,電話
2025-11-07,V001145,株式会社ミライテック,IT,プレミアム,PX-80,予防保全,96,2993,12050,15043,達成,未解決,あり,E008,128.4,不可,低,5.0,電話
2025-11-08,V001146,大和精機製作所,製造業,ベーシック,AX-2000,ソフトウェア更新,36,0,5529,5529,達成,未解決,あり,E012,68.0,可,中,4.4,メール
2025-11-08,V001147,東和建設,建設,ベーシック,PX-50,部品交換,131,58909,14435,73344,達成,解決,なし,E004,9.9,不可,低,3.7,現地
2025-11-08,V001148,大和精機製作所,製造業,スタンダード,AX-2000,予防保全,90,66092,10919,77011,達成,解決,なし,E017,93.9,不可,中,5.0,電話
2025-11-08,V001149,花鳥風月,観光,ベーシック,RX-500,定期点検,78,0,12425,12425,達成,解決,なし,E002,84.5,不可,低,2.7,アプリ
2025-11-09,V001150,株式会社ネクストブリッジ,IT,スタンダード,RX-500,再訪問対応,192,49332,34156,83488,達成,解決,なし,E007,171.8,不可,低,4.3,アプリ
2025-11-09,V001151,東京湾岸エナジー,電力,ベーシック,MX-100,定期点検,62,0,8362,8362,達成,解決,なし,E009,77.8,不可,低,3.9,アプリ
2025-11-10,V001152,東洋精機,製造業,プレミアム,MX-100,部品交換,133,54766,16087,70853,達成,解決,なし,E009,146.2,不可,高,3.8,アプリ
2025-11-10,V001153,みどり市役所,公共,スタンダード,MX-300,定期点検,90,0,15278,15278,達成,解決,なし,E009,5.4,不可,低,4.3,アプリ
2025-11-10,V001154,株式会社ミライテック,IT,プレミアム,AX-1000,再訪問対応,132,79137,19007,98144,達成,解決,なし,E002,85.2,不可,高,3.8,電話
2025-11-10,V001155,東北ロジスティクス,物流,スタンダード,PX-50,予防保全,113,37331,16971,54302,達成,解決,なし,E023,58.1,不可,中,3.4,電話
2025-11-10,V001156,東和建設,建設,プレミアム,PX-80,予防保全,69,67130,12078,79208,達成,解決,なし,E016,72.3,不可,中,3.6,Web
2025-11-11,V001157,日本橋製薬,製薬,プレミアム,RX-500,再訪問対応,86,15376,11933,27309,達成,解決,なし,E007,70.0,不可,低,3.5,アプリ
2025-11-11,V001158,東和建設,建設,プレミアム,RX-500,予防保全,110,25988,13724,39712,達成,解決,なし,E019,124.6,不可,中,4.4,現地
2025-11-13,V001159,東和建設,建設,スタンダード,MX-200,予防保全,86,23645,14778,38423,達成,解決,なし,E005,153.0,不可,高,2.9,電話
2025-11-13,V001160,東京湾岸エナジー,電力,プレミアム,RX-500,予防保全,59,5595,9095,14690,達成,解決,なし,E018,119.6,不可,低,4.5,電話
2025-11-14,V001161,東京湾岸エナジー,電力,ベーシック,RX-500,緊急修理,142,72451,20626,93077,未達,解決,なし,E022,106.6,不可,低,3.2,現地
2025-11-14,V001162,東洋精機,製造業,ベーシック,MX-200,予防保全,127,61151,22387,83538,未達,未解決,あり,E024,159.3,不可,中,3.8,Web
2025-11-15,V001163,東都フィナンシャル証券,金融,スタンダード,AX-1000,ソフトウェア更新,63,0,9311,9311,未達,解決,なし,E006,76.5,可,中,3.2,Web
2025-11-15,V001164,株式会社ミライテック,IT,プレミアム,AX-2000,定期点検,114,0,16527,16527,達成,解決,なし,E006,147.5,不可,低,3.8,現地
2025-11-16,V001165,東北ロジスティクス,物流,スタンダード,MX-300,ソフトウェア更新,80,0,13548,13548,達成,解決,なし,E012,120.3,可,低,3.7,Web
2025-11-16,V001166,東北ロジスティクス,物流,スタンダード,MX-200,予防保全,151,34520,18481,53001,達成,解決,なし,E023,52.6,不可,高,4.3,現地
2025-11-16,V001167,東都フィナンシャル証券,金融,スタンダード,AX-2000,部品交換,147,54187,18039,72226,達成,未解決,あり,E014,115.9,不可,高,3.4,メール
2025-11-16,V001168,みどり市役所,公共,スタンダード,PX-50,再訪問対応,165,42946,19902,62848,達成,解決,なし,E011,81.0,不可,低,4.1,電話
2025-11-17,V001169,株式会社ミライテック,IT,プレミアム,AX-1000,予防保全,87,67867,15463,83330,達成,未解決,あり,E009,172.9,不可,中,3.9,現地
2025-11-17,V001170,株式会社ミライテック,IT,ベーシック,PX-50,予防保全,124,21836,22238,44074,達成,解決,なし,E019,136.0,不可,低,4.0,電話
2025-11-17,V001171,株式会社ネクストブリッジ,IT,ベーシック,MX-200,定期点検,104,0,16948,16948,達成,解決,なし,E025,131.0,不可,低,3.4,現地
2025-11-18,V001172,日本橋製薬,製薬,プレミアム,PX-50,再訪問対応,97,2055,12990,15045,達成,解決,なし,E009,176.6,不可,低,4.1,メール
2025-11-18,V001173,東都フィナンシャル証券,金融,プレミアム,AX-1000,再訪問対応,151,41595,21848,63443,達成,解決,なし,E014,48.7,不可,中,3.8,メール
2025-11-19,V001174,日本橋製薬,製薬,ベーシック,PX-80,部品交換,111,65470,19176,84646,達成,解決,なし,E017,167.8,不可,低,4.1,Web
2025-11-19,V001175,東北ロジスティクス,物流,スタンダード,MX-100,予防保全,61,21065,7123,28188,達成,未解決,あり,E017,16.2,不可,低,4.6,電話
2025-11-20,V001176,花鳥風月,観光,ベーシック,MX-300,ソフトウェア更新,46,0,7651,7651,達成,未解決,あり,E020,46.3,不可,低,3.6,現地
2025-11-21,V001177,株式会社ネクストブリッジ,IT,スポット,AX-2000,予防保全,89,43098,14796,57894,達成,未解決,あり,E005,10.8,不可,低,4.3,現地
2025-11-21,V001178,東北ロジスティクス,物流,プレミアム,RX-500,部品交換,134,64191,15477,79668,達成,未解決,なし,E020,123.5,不可,低,4.1,現地
2025-11-22,V001179,花鳥風月,観光,スタンダード,AX-2000,緊急修理,203,15108,29643,44751,達成,解決,なし,E002,48.3,不可,低,3.9,アプリ
2025-11-22,V001180,株式会社ネクストブリッジ,IT,プレミアム,PX-80,緊急修理,230,51157,36286,87443,達成,未解決,あり,E018,50.8,不可,高,4.3,現地
2025-11-23,V001181,株式会社ネクストブリッジ,IT,スタンダード,MX-100,部品交換,172,42729,22709,65438,達成,解決,なし,E015,156.0,不可,低,4.1,メール
2025-11-24,V001182,東都フィナンシャル証券,金融,プレミアム,RX-500,部品交換,78,57725,9294,67019,達成,未解決,あり,E013,154.6,不可,低,4.0,アプリ
2025-11-24,V001183,花鳥風月,観光,ベーシック,MX-300,ソフトウェア更新,76,0,11571,11571,達成,解決,なし,E022,63.8,不可,低,4.4,アプリ
2025-11-26,V001184,大和精機製作所,製造業,プレミアム,MX-300,緊急修理,80,64121,10539,74660,達成,未解決,なし,E003,25.9,不可,低,4.5,アプリ
2025-11-26,V001185,東洋精機,製造業,プレミアム,PX-80,再訪問対応,183,34925,26962,61887,未達,解決,なし,E002,94.0,不可,低,2.7,電話
2025-11-27,V001186,花鳥風月,観光,スポット,MX-100,定期点検,61,0,10944,10944,達成,解決,なし,E006,24.8,不可,高,4.5,現地
2025-11-27,V001187,日本橋製薬,製薬,スポット,RX-500,定期点検,113,0,18698,18698,未達,解決,なし,E014,153.8,不可,中,3.8,電話
2025-11-29,V001188,大和精機製作所,製造業,プレミアム,MX-300,定期点検,85,0,11385,11385,達成,解決,なし,E024,78.6,不可,中,3.0,アプリ
2025-11-29,V001189,みどり市役所,公共,スタンダード,RX-500,予防保全,160,24915,21069,45984,達成,未解決,あり,E025,24.0,不可,中,3.9,Web
2025-11-29,V001190,東都フィナンシャル証券,金融,ベーシック,AX-1000,部品交換,110,63239,14706,77945,達成,未解決,あり,E003,27.9,不可,低,4.4,電話
2025-11-30,V001191,大和精機製作所,製造業,プレミアム,RX-500,部品交換,113,13123,15995,29118,達成,解決,なし,E007,162.4,不可,低,2.6,Web
2025-12-01,V001192,日本橋製薬,製薬,ベーシック,MX-300,ソフトウェア更新,69,0,10898,10898,達成,解決,なし,E001,147.9,不可,低,3.5,現地
2025-12-01,V001193,東洋精機,製造業,ベーシック,AX-2000,緊急修理,144,52674,21977,74651,未達,解決,なし,E024,143.1,不可,低,2.9,現地
2025-12-02,V001194,東都フィナンシャル証券,金融,プレミアム,PX-50,部品交換,157,15610,22926,38536,達成,未解決,あり,E016,129.3,不可,低,3.2,現地
2025-12-03,V001195,東和建設,建設,スポット,AX-2000,部品交換,118,49115,15141,64256,未達,解決,なし,E007,78.1,不可,中,3.9,現地
2025-12-04,V001196,みどり市役所,公共,ベーシック,RX-500,予防保全,102,44008,12940,56948,達成,解決,なし,E015,108.0,不可,低,3.8,現地
2025-12-04,V001197,東都フィナンシャル証券,金融,スタンダード,AX-2000,予防保全,74,22316,12723,35039,達成,解決,なし,E010,138.1,不可,中,3.7,メール
2025-12-04,V001198,株式会社ネクストブリッジ,IT,ベーシック,RX-500,定期点検,104,0,11705,11705,達成,解決,なし,E020,17.9,不可,中,4.4,現地
2025-12-05,V001199,東北ロジスティクス,物流,スタンダード,PX-80,緊急修理,120,23329,17580,40909,達成,未解決,なし,E005,44.4,不可,中,3.5,電話
2025-12-05,V001200,暮らしの匠,小売,ベーシック,RX-500,定期点検,31,0,4532,4532,達成,未解決,なし,E019,93.6,不可,低,3.4,現地
2025-12-06,V001201,暮らしの匠,小売,プレミアム,MX-200,定期点検,95,0,10558,10558,達成,解決,なし,E014,125.1,不可,低,5.0,アプリ
2025-12-06,V001202,大和精機製作所,製造業,スポット,RX-500,再訪問対応,153,50846,20939,71785,達成,解決,なし,E024,18.5,不可,低,4.2,Web
2025-12-07,V001203,みどり市役所,公共,スタンダード,AX-1000,再訪問対応,131,38223,18271,56494,達成,未解決,あり,E021,135.7,不可,高,3.1,Web
2025-12-07,V001204,東京湾岸エナジー,電力,スタンダード,AX-1000,再訪問対応,147,4215,20872,25087,達成,解決,なし,E001,135.8,不可,高,4.8,メール
2025-12-08,V001205,花鳥風月,観光,スタンダード,AX-1000,再訪問対応,135,8039,18969,27008,達成,解決,なし,E014,175.1,不可,中,4.0,メール
2025-12-08,V001206,大和精機製作所,製造業,プレミアム,AX-2000,部品交換,168,31464,30084,61548,達成,解決,なし,E011,2.3,不可,低,4.5,電話
2025-12-08,V001207,株式会社ミライテック,IT,ベーシック,PX-80,予防保全,142,27512,19893,47405,達成,解決,なし,E005,99.6,不可,低,4.1,アプリ
2025-12-09,V001208,東都フィナンシャル証券,金融,スタンダード,AX-2000,緊急修理,177,58813,26383,85196,達成,解決,なし,E004,94.6,不可,中,4.0,アプリ
2025-12-10,V001209,東都フィナンシャル証券,金融,ベーシック,RX-500,予防保全,108,49581,15308,64889,達成,解決,なし,E013,15.8,不可,低,3.5,電話
2025-12-11,V001210,東北ロジスティクス,物流,スタンダード,MX-100,定期点検,62,0,9558,9558,達成,未解決,なし,E006,104.8,不可,中,4.8,アプリ
2025-12-11,V001211,東洋精機,製造業,スポット,MX-100,予防保全,124,45989,18071,64060,達成,解決,なし,E016,174.9,不可,低,4.2,アプリ
2025-12-11,V001212,東和建設,建設,プレミアム,MX-300,ソフトウェア更新,61,0,9583,9583,達成,解決,なし,E020,150.6,可,低,3.8,現地
2025-12-13,V001213,株式会社ミライテック,IT,プレミアム,PX-80,緊急修理,105,11758,14852,26610,達成,解決,なし,E009,146.4,不可,高,4.1,メール
2025-12-13,V001214,東和建設,建設,プレミアム,AX-1000,再訪問対応,144,68295,17114,85409,達成,解決,なし,E012,152.4,不可,低,3.6,アプリ
2025-12-14,V001215,花鳥風月,観光,ベーシック,MX-100,再訪問対応,139,46849,19279,66128,達成,解決,なし,E007,171.2,不可,低,4.8,Web
2025-12-14,V001216,東和建設,建設,ベーシック,MX-300,予防保全,81,38699,8938,47637,達成,解決,なし,E017,17.8,不可,中,4.7,Web
2025-12-14,V001217,大和精機製作所,製造業,スタンダード,RX-500,緊急修理,193,50908,21314,72222,達成,未解決,あり,E018,13.7,不可,中,3.8,電話
2025-12-14,V001218,大和精機製作所,製造業,スタンダード,MX-100,予防保全,124,13294,16374,29668,達成,解決,なし,E002,78.1,不可,中,2.7,メール
2025-12-15,V001219,東京湾岸エナジー,電力,ベーシック,RX-500,定期点検,114,0,19001,19001,未達,解決,なし,E001,107.7,不可,中,3.4,アプリ
2025-12-15,V001220,東和建設,建設,ベーシック,MX-200,予防保全,90,31753,15007,46760,達成,解決,なし,E015,27.1,不可,中,3.2,アプリ
2025-12-15,V001221,日本橋製薬,製薬,スタンダード,AX-2000,部品交換,169,56187,28483,84670,達成,解決,なし,E024,17.7,不可,中,3.8,現地
2025-12-16,V001222,暮らしの匠,小売,スポット,PX-50,部品交換,159,11269,17885,29154,未達,解決,なし,E025,61.1,不可,低,2.7,現地
2025-12-17,V001223,日本橋製薬,製薬,スタンダード,MX-300,定期点検,128,0,20606,20606,達成,解決,なし,E008,79.9,不可,中,3.8,メール
2025-12-17,V001224,みどり市役所,公共,プレミアム,MX-100,ソフトウェア更新,59,0,8919,8919,達成,未解決,あり,E010,41.0,不可,低,3.5,現地
2025-12-19,V001225,東都フィナンシャル証券,金融,スタンダード,MX-300,部品交換,185,41048,25606,66654,達成,解決,なし,E011,26.5,不可,低,3.9,電話
2025-12-19,V001226,株式会社ネクストブリッジ,IT,スタンダード,PX-80,再訪問対応,107,49739,18967,68706,達成,解決,なし,E024,30.4,不可,中,3.7,電話
2025-12-19,V001227,日本橋製薬,製薬,スタンダード,AX-1000,部品交換,104,15332,17915,33247,達成,解決,なし,E004,19.8,不可,低,3.2,アプリ
2025-12-19,V001228,花鳥風月,観光,スポット,MX-200,予防保全,90,60351,14196,74547,未達,解決,なし,E006,11.6,不可,中,3.6,電話
2025-12-20,V001229,株式会社ミライテック,IT,ベーシック,PX-50,部品交換,136,2085,23461,25546,未達,未解決,なし,E011,120.7,不可,低,3.4,現地
2025-12-20,V001230,株式会社ミライテック,IT,スポット,MX-100,緊急修理,181,46205,22628,68833,未達,未解決,なし,E012,130.1,不可,低,3.3,現地
2025-12-21,V001231,東和建設,建設,ベーシック,AX-1000,定期点検,95,0,13395,13395,達成,解決,なし,E020,36.0,不可,低,3.8,現地
2025-12-21,V001232,東洋精機,製造業,スタンダード,AX-1000,再訪問対応,130,3274,23241,26515,達成,解決,なし,E007,53.2,不可,中,3.8,メール
2025-12-22,V001233,花鳥風月,観光,プレミアム,MX-200,定期点検,105,0,11885,11885,達成,解決,なし,E010,110.9,不可,高,4.1,電話
2025-12-23,V001234,東洋精機,製造業,スタンダード,MX-200,緊急修理,90,73492,12162,85654,未達,解決,なし,E012,137.3,不可,低,2.5,現地
2025-12-23,V001235,株式会社ミライテック,IT,プレミアム,AX-2000,定期点検,36,0,3992,3992,達成,解決,なし,E018,5.4,不可,中,4.1,電話
2025-12-23,V001236,東洋精機,製造業,スタンダード,RX-500,ソフトウェア更新,77,0,12212,12212,達成,未解決,なし,E007,24.3,不可,低,4.0,現地
2025-12-24,V001237,みどり市役所,公共,スタンダード,AX-1000,緊急修理,88,22601,11738,34339,達成,解決,なし,E012,3.4,不可,低,4.2,電話
2025-12-24,V001238,東洋精機,製造業,スタンダード,AX-2000,部品交換,149,26087,22461,48548,達成,未解決,あり,E019,113.7,不可,中,4.4,Web
2025-12-25,V001239,東京湾岸エナジー,電力,スタンダード,AX-1000,定期点検,96,0,16574,16574,達成,解決,なし,E012,77.1,不可,中,4.0,Web
2025-12-25,V001240,東洋精機,製造業,ベーシック,AX-2000,予防保全,109,52335,14985,67320,達成,解決,なし,E001,41.2,不可,低,3.8,メール
2025-12-26,V001241,みどり市役所,公共,スタンダード,RX-500,部品交換,152,76133,25877,102010,達成,未解決,あり,E019,17.6,不可,中,3.9,アプリ
2025-12-26,V001242,東和建設,建設,スタンダード,PX-50,緊急修理,207,61975,28131,90106,達成,未解決,あり,E015,94.7,不可,低,4.0,アプリ
2025-12-27,V001243,みどり市役所,公共,ベーシック,MX-300,定期点検,103,0,12956,12956,未達,解決,なし,E007,135.8,不可,低,2.3,アプリ
2025-12-29,V001244,東北ロジスティクス,物流,プレミアム,MX-300,定期点検,41,0,6584,6584,達成,未解決,なし,E014,124.2,不可,中,3.8,電話
2025-12-31,V001245,花鳥風月,観光,スタンダード,PX-50,予防保全,129,43018,19327,62345,達成,解決,なし,E006,84.5,不可,高,4.3,電話
2025-12-31,V001246,株式会社ミライテック,IT,スタンダード,MX-100,部品交換,124,30304,14223,44527,未達,解決,なし,E005,176.3,不可,中,2.4,現地
2026-01-02,V001247,みどり市役所,公共,スタンダード,MX-300,予防保全,110,69359,13163,82522,達成,未解決,あり,E001,130.6,不可,低,4.1,電話
2026-01-03,V001248,東京湾岸エナジー,電力,スタンダード,PX-80,予防保全,139,9754,17741,27495,達成,未解決,なし,E009,51.4,不可,低,4.9,Web
2026-01-03,V001249,東北ロジスティクス,物流,スポット,MX-200,定期点検,78,0,8635,8635,達成,未解決,あり,E001,24.5,不可,中,3.8,Web
2026-01-03,V001250,東洋精機,製造業,スタンダード,MX-100,部品交換,123,59528,17818,77346,未達,解決,なし,E004,153.4,不可,低,3.5,Web
2026-01-04,V001251,株式会社ミライテック,IT,プレミアム,MX-300,予防保全,118,27826,13003,40829,達成,解決,なし,E023,177.2,不可,低,4.1,現地
2026-01-05,V001252,東京湾岸エナジー,電力,ベーシック,RX-500,ソフトウェア更新,52,0,5978,5978,達成,未解決,あり,E014,6.1,可,中,3.9,電話
2026-01-05,V001253,株式会社ネクストブリッジ,IT,スタンダード,MX-100,緊急修理,158,34498,26694,61192,達成,未解決,あり,E003,134.1,不可,中,4.0,現地
2026-01-05,V001254,株式会社ミライテック,IT,プレミアム,MX-200,緊急修理,162,55197,24138,79335,未達,解決,なし,E013,67.6,不可,中,3.2,アプリ
2026-01-05,V001255,暮らしの匠,小売,ベーシック,MX-100,ソフトウェア更新,71,0,11806,11806,達成,解決,なし,E025,66.4,可,中,4.5,メール
2026-01-05,V001256,東和建設,建設,プレミアム,AX-2000,ソフトウェア更新,52,0,6537,6537,未達,解決,なし,E013,76.2,可,中,3.0,Web
2026-01-06,V001257,株式会社ネクストブリッジ,IT,プレミアム,MX-300,ソフトウェア更新,57,0,7133,7133,達成,未解決,あり,E011,75.1,可,中,4.3,現地
2026-01-06,V001258,東北ロジスティクス,物流,スタンダード,MX-300,定期点検,116,0,16763,16763,達成,未解決,なし,E020,177.6,不可,高,3.8,電話
2026-01-06,V001259,東北ロジスティクス,物流,スポット,MX-300,再訪問対応,135,76828,21301,98129,達成,解決,なし,E011,48.9,不可,低,3.8,Web
2026-01-07,V001260,みどり市役所,公共,ベーシック,PX-80,ソフトウェア更新,56,0,8243,8243,未達,解決,なし,E002,42.0,可,低,3.3,Web
2026-01-07,V001261,東洋精機,製造業,ベーシック,AX-1000,再訪問対応,93,50469,15851,66320,達成,解決,なし,E023,140.5,不可,低,4.6,現地
2026-01-08,V001262,東北ロジスティクス,物流,スタンダード,RX-500,ソフトウェア更新,57,0,9866,9866,達成,未解決,なし,E008,115.2,不可,低,4.9,アプリ
2026-01-08,V001263,株式会社ミライテック,IT,スタンダード,PX-80,ソフトウェア更新,62,0,10321,10321,達成,解決,なし,E006,78.7,不可,低,3.5,メール
2026-01-09,V001264,東和建設,建設,プレミアム,MX-100,予防保全,127,46786,15617,62403,達成,未解決,なし,E012,73.0,不可,低,3.8,現地
2026-01-09,V001265,株式会社ミライテック,IT,スタンダード,RX-500,緊急修理,170,33404,23078,56482,達成,未解決,あり,E009,129.7,不可,高,3.7,Web
2026-01-10,V001266,株式会社ミライテック,IT,スポット,PX-80,定期点検,75,0,12960,12960,未達,未解決,なし,E010,169.5,不可,中,3.0,メール
2026-01-11,V001267,みどり市役所,公共,スタンダード,MX-100,ソフトウェア更新,61,0,10813,10813,達成,解決,なし,E022,123.2,可,中,3.6,電話
2026-01-11,V001268,株式会社ネクストブリッジ,IT,スタンダード,AX-1000,緊急修理,117,14108,20373,34481,達成,解決,なし,E007,101.1,不可,低,4.5,メール
2026-01-13,V001269,花鳥風月,観光,ベーシック,MX-300,ソフトウェア更新,48,0,7565,7565,未達,解決,なし,E007,160.5,可,低,3.3,Web
2026-01-15,V001270,みどり市役所,公共,スポット,MX-100,再訪問対応,139,60288,19793,80081,達成,未解決,なし,E022,25.5,不可,低,3.7,メール
2026-01-16,V001271,株式会社ミライテック,IT,プレミアム,MX-100,定期点検,113,0,17407,17407,達成,解決,なし,E015,65.6,不可,低,3.0,現地
2026-01-16,V001272,東洋精機,製造業,スポット,AX-1000,部品交換,137,25354,22065,47419,達成,未解決,あり,E015,13.7,不可,低,4.0,Web
2026-01-16,V001273,大和精機製作所,製造業,プレミアム,PX-80,緊急修理,209,54166,30730,84896,未達,解決,なし,E006,113.7,不可,低,4.0,電話
2026-01-17,V001274,東京湾岸エナジー,電力,プレミアム,AX-1000,部品交換,69,5511,10492,16003,達成,解決,なし,E016,35.2,不可,中,4.7,Web
2026-01-17,V001275,株式会社ミライテック,IT,ベーシック,AX-1000,再訪問対応,159,60024,20014,80038,達成,未解決,あり,E020,111.6,不可,高,4.6,現地
2026-01-18,V001276,東京湾岸エナジー,電力,スタンダード,RX-500,再訪問対応,134,31705,18709,50414,達成,未解決,なし,E002,17.5,不可,低,3.6,アプリ
2026-01-18,V001277,株式会社ミライテック,IT,スポット,RX-500,定期点検,33,0,5395,5395,達成,解決,なし,E007,145.6,不可,中,4.0,アプリ
2026-01-19,V001278,東洋精機,製造業,プレミアム,MX-200,緊急修理,189,74564,23730,98294,達成,解決,なし,E021,173.4,不可,中,3.2,Web
2026-01-21,V001279,東北ロジスティクス,物流,スポット,RX-500,再訪問対応,178,72009,30289,102298,未達,解決,なし,E011,140.7,不可,低,2.8,アプリ
2026-01-22,V001280,花鳥風月,観光,プレミアム,PX-50,緊急修理,181,4213,27952,32165,未達,未解決,あり,E005,136.3,不可,低,3.9,メール
2026-01-22,V001281,東都フィナンシャル証券,金融,ベーシック,MX-300,再訪問対応,151,48365,20891,69256,未達,未解決,なし,E020,69.1,不可,中,3.9,メール
2026-01-22,V001282,東京湾岸エナジー,電力,ベーシック,AX-2000,緊急修理,136,34065,15594,49659,未達,解決,なし,E009,117.3,不可,中,2.2,アプリ
2026-01-23,V001283,東北ロジスティクス,物流,スタンダード,MX-200,緊急修理,156,41962,25592,67554,達成,解決,なし,E001,118.3,不可,低,4.6,電話
2026-01-23,V001284,東京湾岸エナジー,電力,スタンダード,AX-2000,再訪問対応,137,64066,21369,85435,達成,未解決,なし,E009,70.7,不可,低,4.9,アプリ
2026-01-24,V001285,東洋精機,製造業,スタンダード,MX-200,緊急修理,123,37083,14150,51233,未達,解決,なし,E011,102.8,不可,高,3.6,メール
2026-01-24,V001286,株式会社ネクストブリッジ,IT,プレミアム,MX-200,予防保全,105,73712,15200,88912,達成,解決,なし,E001,145.3,不可,低,4.4,Web
2026-01-24,V001287,東洋精機,製造業,プレミアム,MX-300,再訪問対応,121,13770,14577,28347,達成,解決,なし,E008,15.0,不可,低,3.8,アプリ
2026-01-26,V001288,みどり市役所,公共,ベーシック,RX-500,予防保全,160,64202,20014,84216,達成,解決,なし,E016,31.4,不可,低,4.3,Web
2026-01-27,V001289,東洋精機,製造業,ベーシック,MX-300,緊急修理,153,46448,24278,70726,達成,解決,なし,E016,173.6,不可,中,3.4,現地
2026-01-28,V001290,株式会社ネクストブリッジ,IT,スタンダード,PX-50,再訪問対応,124,14018,19108,33126,達成,未解決,なし,E001,70.0,不可,低,4.2,現地
2026-01-29,V001291,東北ロジスティクス,物流,ベーシック,AX-1000,緊急修理,177,48133,29904,78037,達成,解決,なし,E013,139.9,不可,低,4.6,メール
2026-01-29,V001292,暮らしの匠,小売,スタンダード,RX-500,部品交換,151,75565,21517,97082,達成,解決,なし,E025,56.5,不可,中,4.0,アプリ
2026-01-29,V001293,株式会社ネクストブリッジ,IT,スタンダード,RX-500,予防保全,124,28385,16987,45372,達成,解決,なし,E002,63.9,不可,中,3.8,メール
2026-01-30,V001294,みどり市役所,公共,プレミアム,AX-2000,緊急修理,139,52609,24777,77386,達成,解決,なし,E015,102.6,不可,中,4.0,アプリ
2026-01-30,V001295,東洋精機,製造業,ベーシック,AX-1000,緊急修理,144,50622,21823,72445,達成,解決,なし,E012,130.0,不可,低,4.1,電話
2026-01-31,V001296,大和精機製作所,製造業,プレミアム,AX-2000,再訪問対応,193,40008,33607,73615,達成,解決,なし,E019,112.5,不可,中,3.9,メール
2026-02-01,V001297,日本橋製薬,製薬,スタンダード,PX-80,ソフトウェア更新,84,0,14382,14382,達成,解決,なし,E023,169.7,可,低,3.9,メール
2026-02-01,V001298,花鳥風月,観光,ベーシック,PX-80,予防保全,85,33779,14311,48090,達成,解決,なし,E019,170.2,不可,低,3.8,アプリ
2026-02-02,V001299,東和建設,建設,スタンダード,PX-80,ソフトウェア更新,50,0,7464,7464,達成,解決,なし,E014,28.0,可,低,3.3,Web
2026-02-03,V001300,日本橋製薬,製薬,スタンダード,PX-50,予防保全,103,37338,12049,49387,達成,解決,なし,E025,30.1,不可,高,3.4,現地
2026-02-03,V001301,株式会社ネクストブリッジ,IT,プレミアム,MX-300,定期点検,71,0,12042,12042,達成,解決,なし,E023,63.9,不可,低,4.1,アプリ
2026-02-03,V001302,株式会社ミライテック,IT,スタンダード,MX-300,緊急修理,134,41896,18318,60214,達成,解決,なし,E008,13.4,不可,中,4.6,現地
2026-02-04,V001303,東洋精機,製造業,プレミアム,AX-1000,定期点検,87,0,14798,14798,達成,解決,なし,E020,155.8,不可,中,3.4,アプリ
2026-02-04,V001304,東京湾岸エナジー,電力,スタンダード,RX-500,定期点検,107,0,16335,16335,達成,解決,なし,E012,170.1,不可,低,2.9,現地
