日付,社員ID,部門,職位,出勤,退勤,所定時間分,残業時間分,深夜時間分,休暇種別,有休消化日数,テレワーク,フレックス利用,打刻漏れ,36協定残量分,プロジェクトID,勤務地,シフトパターン,曜日,業務カテゴリ
2025-07-07,EMP0055,経理部,主任,10:16,18:07,480,51,0,,0.6,なし,なし,なし,1285,PJ0011,大阪オフィス,通常,月,管理
2025-07-07,EMP0181,営業1部,一般,10:45,18:45,480,0,0,,0.6,なし,なし,なし,1559,PJ0014,福岡オフィス,シフトA,月,サポート
2025-07-07,EMP0187,総務部,一般,09:38,17:10,480,32,0,,0.5,あり,あり,なし,940,PJ0007,福岡オフィス,シフトA,月,開発
2025-07-07,EMP0125,製造1部,一般,09:38,17:38,480,0,0,,0.9,なし,なし,なし,790,PJ0022,リモート,シフトB,月,サポート
2025-07-07,EMP0115,R&D部,主任,08:35,16:31,480,56,0,,0.4,あり,なし,なし,1824,PJ0028,福岡オフィス,シフトA,月,会議
2025-07-07,EMP0140,DX推進部,課長,08:14,16:14,480,0,0,,0.6,あり,なし,あり,769,PJ0015,福岡オフィス,通常,月,事務
2025-07-07,EMP0081,営業2部,部長,09:00,18:17,480,77,0,,0.9,あり,なし,なし,1765,PJ0025,本社,夜勤,月,営業活動
2025-07-07,EMP0149,DX推進部,課長,,,0,0,0,有給,0.3,あり,なし,なし,1594,PJ0021,名古屋オフィス,シフトB,月,会議
2025-07-07,EMP0068,営業2部,一般,10:20,19:41,480,81,0,,0.4,なし,あり,なし,1776,PJ0029,工場,シフトB,月,サポート
2024-08-16,EMP0121,製造1部,一般,10:49,18:01,480,12,0,,0.4,なし,なし,なし,1150,PJ0023,福岡オフィス,通常,金,製造
2024-08-16,EMP0155,人事部,一般,09:03,17:15,480,12,0,,0.6,なし,あり,なし,1045,PJ0011,工場,フレックス,金,会議
2024-08-16,EMP0174,R&D部,一般,10:00,18:07,480,7,0,,0.7,あり,あり,なし,1268,PJ0028,工場,フレックス,金,製造
2024-08-16,EMP0023,営業1部,課長,08:22,17:25,480,63,0,,0.2,あり,なし,なし,1468,PJ0012,リモート,通常,金,製造
2024-08-16,EMP0191,人事部,一般,08:58,16:58,480,0,0,,0.8,なし,なし,なし,1669,PJ0003,本社,シフトB,金,会議
2024-08-16,EMP0057,DX推進部,主任,09:40,17:40,480,0,0,,0.6,あり,なし,なし,1238,PJ0008,本社,シフトA,金,サポート
2024-08-16,EMP0087,製造1部,一般,08:22,16:53,480,31,0,,0.2,なし,あり,なし,866,PJ0024,リモート,夜勤,金,開発
2024-08-16,EMP0079,経理部,主任,10:55,18:55,480,0,0,,0.6,なし,なし,なし,1604,PJ0022,福岡オフィス,夜勤,金,製造
2024-08-16,EMP0163,マーケ部,係長,08:52,16:37,480,45,0,,0.8,あり,なし,なし,1020,PJ0028,リモート,フレックス,金,会議
2024-08-16,EMP0013,製造2部,主任,09:19,17:54,480,35,0,,0.8,なし,あり,なし,1431,PJ0006,リモート,夜勤,金,製造
2024-08-16,EMP0045,マーケ部,係長,09:18,17:22,480,4,0,,0.7,あり,なし,なし,1242,PJ0023,リモート,シフトA,金,管理
2024-08-16,EMP0142,総務部,一般,09:31,17:49,480,18,0,,0.1,なし,あり,なし,1337,PJ0008,名古屋オフィス,通常,金,会議
2024-06-04,EMP0179,製造2部,一般,08:21,16:21,480,0,0,,0.7,なし,なし,なし,1763,PJ0004,福岡オフィス,夜勤,火,会議
2024-06-04,EMP0110,総務部,課長,09:33,17:33,480,0,0,,0.1,あり,なし,なし,774,PJ0025,工場,通常,火,営業活動
2024-06-04,EMP0046,R&D部,一般,10:43,18:53,480,10,0,,0.9,なし,あり,なし,1191,PJ0020,リモート,夜勤,火,管理
2024-06-04,EMP0065,情報システム部,課長,09:41,17:56,480,15,0,,0.3,あり,なし,あり,1275,PJ0009,リモート,シフトB,火,開発
2024-06-04,EMP0062,R&D部,課長,09:14,19:31,480,137,20,,0.7,あり,あり,なし,572,PJ0005,本社,シフトA,火,会議
2024-06-04,EMP0055,経理部,主任,08:45,17:00,480,75,0,,1.0,なし,なし,なし,1105,PJ0013,リモート,フレックス,火,製造
2024-06-04,EMP0102,経理部,一般,08:29,16:29,480,0,0,,0.8,なし,あり,なし,1606,PJ0024,名古屋オフィス,シフトA,火,事務
2024-06-04,EMP0144,営業2部,部長,10:10,18:10,480,0,0,,1.0,あり,あり,なし,850,PJ0007,大阪オフィス,通常,火,営業活動
2024-06-04,EMP0012,製造2部,一般,08:53,16:53,480,0,0,,0.1,なし,なし,なし,969,PJ0001,リモート,フレックス,火,開発
2024-06-04,EMP0190,営業1部,主任,09:27,17:39,480,12,0,,0.9,あり,あり,なし,1711,PJ0009,リモート,夜勤,火,事務
2024-06-04,EMP0064,営業2部,課長,08:49,16:49,480,0,0,,0.2,なし,なし,なし,744,PJ0008,リモート,フレックス,火,営業活動
2024-06-04,EMP0168,製造2部,主任,10:20,18:29,480,9,0,,0.2,なし,あり,なし,1757,PJ0009,リモート,シフトA,火,開発
2026-01-29,EMP0174,R&D部,一般,09:38,17:18,480,40,0,,0.3,なし,なし,なし,1421,PJ0024,本社,シフトB,木,会議
2026-01-29,EMP0067,DX推進部,係長,08:20,16:09,480,49,0,,0.8,なし,あり,なし,1307,PJ0006,工場,シフトA,木,事務
2026-01-29,EMP0093,DX推進部,一般,09:05,17:05,480,0,0,,0.7,なし,あり,なし,1223,PJ0014,リモート,シフトB,木,管理
2026-01-29,EMP0157,製造1部,主任,08:48,16:48,480,0,0,,1.0,あり,あり,なし,1283,PJ0003,本社,シフトB,木,サポート
2026-01-29,EMP0177,製造1部,課長,,,0,0,0,有給,0.5,あり,なし,なし,799,PJ0006,リモート,シフトA,木,管理
2026-01-29,EMP0001,経理部,主任,10:14,18:43,480,29,0,,0.1,なし,あり,なし,1159,PJ0025,本社,夜勤,木,会議
2026-01-29,EMP0026,経理部,一般,09:45,17:13,480,28,0,,0.7,あり,なし,なし,1629,PJ0023,大阪オフィス,夜勤,木,製造
2026-01-29,EMP0088,営業1部,係長,10:59,18:45,480,46,0,,0.8,なし,なし,なし,1378,PJ0029,福岡オフィス,フレックス,木,営業活動
2026-01-29,EMP0012,製造2部,一般,08:18,16:18,480,0,0,,0.5,なし,なし,なし,1488,PJ0023,工場,シフトB,木,事務
2026-01-29,EMP0165,マーケ部,主任,09:08,17:34,480,26,0,,0.8,あり,あり,なし,916,PJ0029,本社,シフトA,木,サポート
2026-01-29,EMP0065,情報システム部,課長,,,0,0,0,有給,0.9,なし,なし,なし,940,PJ0007,工場,シフトB,木,営業活動
2026-01-29,EMP0075,マーケ部,課長,08:27,17:49,480,82,0,,0.2,あり,なし,なし,1541,PJ0008,大阪オフィス,シフトB,木,事務
2025-11-12,EMP0139,経理部,一般,09:37,17:37,480,0,0,,0.1,なし,あり,なし,1097,PJ0026,大阪オフィス,通常,水,開発
2025-11-12,EMP0086,R&D部,一般,09:25,18:31,480,66,0,,0.6,あり,なし,なし,1610,PJ0013,本社,フレックス,水,サポート
2025-11-12,EMP0094,人事部,課長,10:52,19:01,480,69,0,,0.1,なし,なし,なし,1496,PJ0012,大阪オフィス,フレックス,水,事務
2025-11-12,EMP0079,経理部,主任,08:33,16:11,480,38,0,,0.7,なし,あり,なし,1134,PJ0006,名古屋オフィス,シフトA,水,事務
2025-11-12,EMP0007,営業1部,一般,09:48,17:39,480,51,0,,1.0,あり,なし,なし,1058,PJ0020,工場,シフトA,水,管理
2025-11-12,EMP0081,営業2部,部長,10:08,18:55,480,47,0,,0.8,なし,なし,なし,995,PJ0028,福岡オフィス,フレックス,水,製造
2025-11-12,EMP0032,情報システム部,課長,09:05,17:56,480,51,0,,0.4,あり,あり,なし,1006,PJ0010,大阪オフィス,シフトA,水,営業活動
2025-11-12,EMP0063,人事部,主任,,,0,0,0,慶弔,0.2,あり,あり,なし,1814,PJ0022,大阪オフィス,フレックス,水,サポート
2025-11-12,EMP0127,情報システム部,課長,10:03,18:03,480,0,0,,0.5,あり,なし,なし,1406,PJ0017,工場,通常,水,会議
2025-11-12,EMP0092,人事部,一般,09:10,17:05,480,55,0,,0.3,あり,なし,なし,1788,PJ0027,リモート,通常,水,営業活動
2025-11-12,EMP0132,マーケ部,係長,,,0,0,0,有給,0.1,なし,なし,なし,1014,PJ0008,名古屋オフィス,フレックス,水,開発
2025-11-12,EMP0101,DX推進部,課長,10:43,18:57,480,14,0,,0.5,なし,なし,なし,1506,PJ0024,名古屋オフィス,シフトA,水,サポート
2026-04-29,EMP0043,DX推進部,課長,09:16,18:45,480,89,0,,0.9,なし,あり,なし,615,PJ0021,福岡オフィス,通常,水,営業活動
2026-04-29,EMP0009,営業2部,一般,10:55,18:16,480,21,0,,0.6,なし,なし,なし,1390,PJ0004,本社,シフトB,水,管理
2026-04-29,EMP0005,経理部,係長,08:29,16:56,480,27,0,,0.0,あり,なし,なし,786,PJ0024,名古屋オフィス,フレックス,水,事務
2026-04-29,EMP0135,営業1部,主任,09:39,18:09,480,90,0,,0.4,あり,あり,なし,1743,PJ0024,工場,フレックス,水,営業活動
2026-04-29,EMP0087,製造1部,一般,09:32,17:32,480,0,0,,0.3,あり,なし,なし,1527,PJ0023,本社,シフトA,水,製造
2026-04-29,EMP0079,経理部,主任,09:27,17:27,480,0,0,,1.0,なし,なし,なし,1279,PJ0023,福岡オフィス,フレックス,水,営業活動
2026-04-29,EMP0198,製造1部,主任,08:24,16:24,480,0,0,,0.5,なし,なし,なし,1167,PJ0007,工場,シフトB,水,会議
2026-04-29,EMP0055,経理部,主任,09:52,18:41,480,109,0,,0.3,なし,あり,なし,1351,PJ0029,名古屋オフィス,シフトA,水,事務
2026-04-29,EMP0166,営業2部,主任,,,0,0,0,有給,0.9,あり,なし,なし,1154,PJ0001,リモート,フレックス,水,会議
2026-04-29,EMP0158,人事部,課長,,,0,0,0,傷病,0.8,なし,あり,あり,847,PJ0011,名古屋オフィス,通常,水,製造
2026-04-29,EMP0072,人事部,一般,,,0,0,0,有給,0.4,なし,なし,なし,917,PJ0009,リモート,シフトB,水,製造
2026-04-29,EMP0108,R&D部,一般,09:25,18:43,480,78,0,,0.6,あり,なし,なし,1530,PJ0002,大阪オフィス,シフトA,水,営業活動
2024-10-17,EMP0195,DX推進部,主任,08:41,16:41,480,0,0,,0.7,なし,あり,なし,1260,PJ0019,本社,フレックス,木,製造
2024-10-17,EMP0127,情報システム部,課長,09:52,17:58,480,6,0,,0.1,なし,あり,なし,1505,PJ0008,リモート,通常,木,サポート
2024-10-17,EMP0158,人事部,課長,09:27,17:51,480,24,0,,0.9,なし,なし,なし,1037,PJ0027,リモート,シフトA,木,管理
2024-10-17,EMP0025,総務部,一般,09:11,18:57,480,106,3,,0.9,なし,あり,あり,611,PJ0023,リモート,シフトB,木,営業活動
2024-10-17,EMP0193,DX推進部,係長,08:48,16:48,480,0,0,,0.8,あり,なし,なし,918,PJ0011,名古屋オフィス,シフトA,木,会議
2024-10-17,EMP0006,情報システム部,主任,09:34,17:44,480,10,0,,0.0,あり,なし,なし,1836,PJ0023,大阪オフィス,通常,木,製造
2024-10-17,EMP0190,営業1部,主任,09:51,17:51,480,0,0,,0.0,なし,なし,なし,748,PJ0006,リモート,夜勤,木,営業活動
2024-10-17,EMP0165,マーケ部,主任,09:06,17:15,480,9,0,,0.2,なし,なし,なし,1367,PJ0007,工場,通常,木,開発
2024-10-17,EMP0161,R&D部,部長,09:23,17:37,480,14,0,,0.9,あり,なし,なし,1558,PJ0022,本社,シフトA,木,営業活動
2024-10-17,EMP0072,人事部,一般,08:23,18:41,480,138,33,,0.7,なし,なし,なし,964,PJ0002,工場,シフトA,木,製造
2024-10-17,EMP0021,マーケ部,課長,,,0,0,0,傷病,0.9,あり,あり,なし,1868,PJ0015,名古屋オフィス,シフトB,木,製造
2024-10-17,EMP0175,営業2部,一般,09:58,17:58,480,0,0,,0.3,なし,なし,なし,1664,PJ0003,工場,通常,木,管理
2025-02-27,EMP0191,人事部,一般,09:25,17:03,480,38,0,,0.4,なし,なし,なし,1041,PJ0025,福岡オフィス,フレックス,木,開発
2025-02-27,EMP0013,製造2部,主任,10:52,18:55,480,3,0,,0.4,あり,なし,なし,1366,PJ0016,名古屋オフィス,シフトA,木,事務
2025-02-27,EMP0133,経理部,主任,08:48,16:24,480,36,0,,0.3,なし,あり,なし,1439,PJ0014,大阪オフィス,フレックス,木,事務
2025-02-27,EMP0032,情報システム部,課長,09:28,17:11,480,43,0,,0.3,なし,あり,なし,1051,PJ0019,大阪オフィス,フレックス,木,開発
2025-02-27,EMP0068,営業2部,一般,09:53,17:22,480,29,0,,0.6,なし,なし,なし,896,PJ0015,福岡オフィス,通常,木,管理
2025-02-27,EMP0139,経理部,一般,08:01,16:36,480,35,0,,0.6,なし,なし,なし,1545,PJ0020,本社,シフトA,木,サポート
2025-02-27,EMP0163,マーケ部,係長,09:49,17:25,480,36,0,,0.5,なし,なし,なし,1740,PJ0024,リモート,シフトB,木,サポート
2025-02-27,EMP0135,営業1部,主任,08:22,16:14,480,52,0,,0.7,あり,なし,なし,1014,PJ0003,本社,夜勤,木,会議
2025-02-27,EMP0089,営業1部,課長,09:57,17:57,480,0,0,,0.8,あり,なし,なし,903,PJ0012,工場,通常,木,サポート
2025-02-27,EMP0149,DX推進部,課長,08:31,16:22,480,51,0,,1.0,あり,なし,なし,839,PJ0016,工場,通常,木,製造
2025-02-27,EMP0131,営業2部,一般,10:15,18:37,480,22,0,,0.2,なし,あり,なし,803,PJ0004,リモート,シフトB,木,管理
2025-02-27,EMP0073,DX推進部,一般,09:05,17:05,480,0,0,,0.9,あり,あり,なし,863,PJ0015,福岡オフィス,シフトB,木,管理
2025-10-22,EMP0019,人事部,課長,08:37,16:37,480,0,0,,0.8,なし,あり,なし,1479,PJ0025,工場,フレックス,水,開発
2025-10-22,EMP0063,人事部,主任,09:47,17:29,480,42,0,,0.1,あり,あり,なし,1472,PJ0014,福岡オフィス,通常,水,管理
2025-10-22,EMP0093,DX推進部,一般,10:27,19:57,480,90,0,,0.7,あり,なし,なし,803,PJ0025,大阪オフィス,フレックス,水,会議
2025-10-22,EMP0046,R&D部,一般,08:35,17:43,480,68,0,,0.3,あり,なし,なし,1261,PJ0001,大阪オフィス,フレックス,水,製造
2025-10-22,EMP0085,総務部,一般,08:21,16:36,480,15,0,,0.2,あり,なし,あり,1074,PJ0019,大阪オフィス,夜勤,水,営業活動
2025-10-22,EMP0131,営業2部,一般,09:01,17:01,480,0,0,,0.8,あり,あり,なし,1275,PJ0012,名古屋オフィス,シフトA,水,製造
2025-10-22,EMP0165,マーケ部,主任,08:36,16:36,480,0,0,,0.0,なし,なし,なし,1851,PJ0019,リモート,シフトB,水,事務
2025-10-22,EMP0174,R&D部,一般,09:30,17:30,480,0,0,,0.3,あり,なし,なし,1146,PJ0018,リモート,シフトA,水,開発
2025-10-22,EMP0051,DX推進部,一般,,,0,0,0,慶弔,0.5,あり,なし,なし,1600,PJ0018,本社,シフトB,水,開発
2025-10-22,EMP0187,総務部,一般,09:04,17:56,480,52,0,,0.4,なし,なし,なし,1696,PJ0017,リモート,夜勤,水,会議
2025-10-22,EMP0056,情報システム部,一般,09:42,17:38,480,56,0,,0.2,なし,なし,なし,1750,PJ0025,工場,通常,水,営業活動
2025-10-22,EMP0058,製造1部,一般,10:29,18:25,480,56,0,,0.4,なし,なし,なし,686,PJ0005,名古屋オフィス,シフトA,水,製造
2026-01-21,EMP0073,DX推進部,一般,09:24,17:24,480,0,0,,0.0,なし,あり,なし,1231,PJ0014,本社,フレックス,水,事務
2026-01-21,EMP0191,人事部,一般,10:14,18:23,480,9,0,,0.1,あり,なし,なし,1474,PJ0020,本社,シフトB,水,会議
2026-01-21,EMP0103,マーケ部,一般,09:46,18:21,480,95,3,,0.5,なし,なし,なし,1538,PJ0026,大阪オフィス,フレックス,水,営業活動
2026-01-21,EMP0124,経理部,課長,10:17,18:01,480,44,0,,0.6,なし,なし,なし,961,PJ0022,リモート,通常,水,管理
2026-01-21,EMP0024,R&D部,一般,10:19,20:32,480,133,11,,0.4,なし,なし,なし,774,PJ0003,大阪オフィス,シフトB,水,営業活動
2026-01-21,EMP0057,DX推進部,主任,09:42,17:42,480,0,0,,0.6,なし,あり,なし,1429,PJ0003,名古屋オフィス,フレックス,水,開発
2026-01-21,EMP0060,製造1部,課長,08:31,16:31,480,0,0,,0.0,なし,なし,なし,1361,PJ0007,名古屋オフィス,シフトA,水,製造
2026-01-21,EMP0087,製造1部,一般,09:21,17:21,480,0,0,,0.2,あり,なし,なし,1330,PJ0001,福岡オフィス,シフトA,水,サポート
2026-01-21,EMP0059,製造1部,係長,08:49,17:18,480,89,0,,0.6,なし,なし,なし,1181,PJ0024,本社,通常,水,サポート
2026-01-21,EMP0118,製造2部,一般,09:13,17:50,480,37,0,,0.3,なし,あり,なし,1258,PJ0012,リモート,シフトB,水,営業活動
2026-01-21,EMP0125,製造1部,一般,09:27,17:27,480,0,0,,1.0,なし,なし,なし,857,PJ0014,大阪オフィス,シフトB,水,事務
2026-01-21,EMP0137,マーケ部,一般,08:30,16:30,480,0,0,,0.6,あり,なし,なし,976,PJ0025,福岡オフィス,シフトA,水,事務
2024-04-04,EMP0042,マーケ部,主任,,,0,0,0,有給,0.1,なし,なし,なし,1608,PJ0012,工場,シフトB,木,開発
2024-04-04,EMP0054,営業2部,係長,09:35,17:37,480,2,0,,0.7,なし,なし,なし,703,PJ0010,リモート,シフトB,木,営業活動
2024-04-04,EMP0014,営業1部,一般,10:37,19:44,480,67,0,,0.0,あり,なし,なし,1109,PJ0004,福岡オフィス,シフトA,木,製造
2024-04-04,EMP0183,R&D部,一般,08:20,16:10,480,50,0,,0.9,あり,なし,なし,1592,PJ0018,大阪オフィス,夜勤,木,開発
2024-04-04,EMP0187,総務部,一般,08:52,16:25,480,33,0,,0.7,なし,なし,なし,1695,PJ0006,名古屋オフィス,シフトB,木,営業活動
2024-04-04,EMP0001,経理部,主任,08:10,16:10,480,0,0,,0.2,あり,なし,なし,1878,PJ0026,名古屋オフィス,シフトA,木,事務
2024-04-04,EMP0009,営業2部,一般,09:52,18:23,480,91,32,,0.4,なし,なし,あり,626,PJ0015,福岡オフィス,フレックス,木,会議
2024-04-04,EMP0185,営業2部,主任,08:23,16:23,480,0,0,,0.2,あり,なし,なし,1391,PJ0029,工場,シフトB,木,開発
2024-04-04,EMP0138,DX推進部,主任,09:03,17:24,480,21,0,,0.5,なし,なし,なし,710,PJ0028,名古屋オフィス,通常,木,事務
2024-04-04,EMP0006,情報システム部,主任,10:44,18:11,480,27,0,,0.2,なし,あり,なし,1136,PJ0015,本社,通常,木,製造
2024-04-04,EMP0106,人事部,一般,09:40,18:08,480,88,0,,0.8,あり,あり,なし,1773,PJ0028,リモート,フレックス,木,営業活動
2024-04-04,EMP0090,DX推進部,主任,09:19,17:19,480,0,0,,0.5,なし,なし,なし,722,PJ0011,大阪オフィス,夜勤,木,会議
2025-06-02,EMP0058,製造1部,一般,09:11,17:35,480,24,0,,0.4,なし,なし,なし,1031,PJ0009,福岡オフィス,シフトA,月,事務
2025-06-02,EMP0154,営業1部,一般,09:52,17:52,480,0,0,,0.5,あり,あり,なし,956,PJ0013,工場,フレックス,月,製造
2025-06-02,EMP0132,マーケ部,係長,08:15,16:44,480,29,0,,0.6,なし,なし,なし,1793,PJ0006,福岡オフィス,シフトA,月,サポート
2025-06-02,EMP0057,DX推進部,主任,09:36,17:24,480,48,0,,0.8,なし,なし,なし,1517,PJ0008,大阪オフィス,通常,月,サポート
2025-06-02,EMP0144,営業2部,部長,,,0,0,0,有給,0.8,なし,なし,なし,861,PJ0011,リモート,フレックス,月,管理
2025-06-02,EMP0120,製造1部,部長,,,0,0,0,有給,0.1,なし,なし,なし,803,PJ0008,福岡オフィス,フレックス,月,会議
2025-06-02,EMP0164,情報システム部,一般,10:46,18:46,480,0,0,,0.1,なし,なし,なし,834,PJ0011,工場,シフトA,月,製造
2025-06-02,EMP0130,総務部,係長,09:51,18:04,480,73,0,,0.8,あり,なし,なし,1823,PJ0014,大阪オフィス,通常,月,サポート
2025-06-02,EMP0147,R&D部,係長,,,0,0,0,有給,0.0,あり,なし,なし,1082,PJ0027,本社,通常,月,会議
2025-06-02,EMP0051,DX推進部,一般,08:23,16:04,480,41,0,,0.3,なし,なし,なし,1229,PJ0028,リモート,シフトA,月,事務
2025-06-02,EMP0174,R&D部,一般,08:08,16:08,480,0,0,,0.5,あり,なし,なし,1360,PJ0023,リモート,フレックス,月,管理
2025-06-02,EMP0073,DX推進部,一般,08:18,16:38,480,20,0,,0.6,あり,あり,なし,1079,PJ0011,本社,通常,月,営業活動
2024-11-12,EMP0085,総務部,一般,08:56,16:39,480,43,0,,0.8,なし,あり,なし,936,PJ0007,名古屋オフィス,シフトB,火,管理
2024-11-12,EMP0123,マーケ部,主任,08:10,17:28,480,78,0,,0.8,なし,なし,なし,1325,PJ0020,本社,夜勤,火,会議
2024-11-12,EMP0031,営業2部,一般,09:08,17:27,480,19,0,,0.9,なし,あり,なし,1862,PJ0005,リモート,夜勤,火,会議
2024-11-12,EMP0036,製造2部,一般,09:22,17:08,480,46,0,,0.4,なし,あり,なし,764,PJ0021,名古屋オフィス,フレックス,火,事務
2024-11-12,EMP0042,マーケ部,主任,09:22,17:22,480,0,0,,0.7,なし,なし,なし,908,PJ0023,工場,フレックス,火,開発
2024-11-12,EMP0066,人事部,係長,09:01,17:45,480,44,0,,0.9,なし,なし,なし,1728,PJ0027,福岡オフィス,フレックス,火,会議
2024-11-12,EMP0120,製造1部,部長,09:46,17:28,480,42,0,,0.1,なし,なし,なし,1348,PJ0001,本社,フレックス,火,サポート
2024-11-12,EMP0100,営業1部,主任,09:07,17:07,480,0,0,,0.4,あり,なし,なし,719,PJ0002,工場,フレックス,火,営業活動
2024-11-12,EMP0090,DX推進部,主任,10:43,19:47,480,64,0,,0.0,なし,なし,なし,1435,PJ0020,名古屋オフィス,シフトB,火,営業活動
2024-11-12,EMP0048,DX推進部,一般,08:40,16:59,480,19,0,,1.0,なし,あり,なし,1223,PJ0014,名古屋オフィス,フレックス,火,営業活動
2024-11-12,EMP0145,製造1部,部長,09:51,17:54,480,3,0,,0.9,なし,なし,なし,1597,PJ0029,リモート,シフトB,火,事務
2024-11-12,EMP0122,営業1部,一般,,,0,0,0,傷病,0.6,あり,なし,なし,941,PJ0017,リモート,シフトA,火,開発
2024-11-21,EMP0076,製造1部,係長,08:41,16:41,480,0,0,,0.4,なし,なし,なし,1615,PJ0010,本社,シフトA,木,開発
2024-11-21,EMP0122,営業1部,一般,09:50,17:50,480,0,0,,0.4,なし,あり,なし,1360,PJ0003,名古屋オフィス,シフトA,木,製造
2024-11-21,EMP0061,マーケ部,主任,09:40,17:40,480,0,0,,0.6,あり,あり,なし,1158,PJ0021,工場,シフトB,木,営業活動
2024-11-21,EMP0058,製造1部,一般,08:23,16:38,480,15,0,,0.3,あり,なし,なし,1640,PJ0022,名古屋オフィス,夜勤,木,会議
2024-11-21,EMP0137,マーケ部,一般,08:53,16:53,480,0,0,,0.6,なし,あり,なし,1801,PJ0009,本社,フレックス,木,開発
2024-11-21,EMP0143,営業1部,一般,09:48,17:48,480,0,0,,0.6,なし,なし,なし,1331,PJ0003,大阪オフィス,夜勤,木,営業活動
2024-11-21,EMP0114,DX推進部,一般,08:25,16:25,480,0,0,,0.8,なし,なし,なし,1470,PJ0010,大阪オフィス,夜勤,木,製造
2024-11-21,EMP0067,DX推進部,係長,09:03,17:39,480,36,0,,0.3,あり,なし,なし,989,PJ0015,名古屋オフィス,フレックス,木,開発
2024-11-21,EMP0029,情報システム部,一般,08:40,16:16,480,36,0,,0.3,なし,あり,なし,1128,PJ0009,工場,フレックス,木,製造
2024-11-21,EMP0119,製造2部,一般,09:21,18:00,480,99,55,,0.1,あり,あり,なし,1175,PJ0001,福岡オフィス,シフトA,木,開発
2024-11-21,EMP0149,DX推進部,課長,09:45,17:12,480,27,0,,0.2,あり,なし,なし,1153,PJ0014,本社,フレックス,木,事務
2024-11-21,EMP0111,情報システム部,一般,09:11,17:16,480,5,0,,0.5,なし,なし,なし,1226,PJ0028,工場,フレックス,木,管理
2025-10-08,EMP0012,製造2部,一般,09:01,17:42,480,41,0,,0.9,なし,なし,なし,1131,PJ0013,大阪オフィス,フレックス,水,事務
2025-10-08,EMP0072,人事部,一般,09:35,17:35,480,0,0,,0.3,なし,なし,なし,1149,PJ0005,工場,シフトB,水,管理
2025-10-08,EMP0107,製造2部,一般,08:49,17:57,480,68,0,,0.6,あり,なし,なし,1776,PJ0015,福岡オフィス,シフトB,水,管理
2025-10-08,EMP0130,総務部,係長,08:13,16:13,480,0,0,,0.0,なし,なし,なし,1079,PJ0008,リモート,通常,水,サポート
2025-10-08,EMP0133,経理部,主任,10:39,18:39,480,0,0,,0.5,あり,なし,なし,1652,PJ0016,本社,フレックス,水,製造
2025-10-08,EMP0100,営業1部,主任,10:18,18:25,480,7,0,,0.9,なし,なし,なし,910,PJ0016,福岡オフィス,通常,水,管理
2025-10-08,EMP0078,経理部,課長,09:26,17:26,480,0,0,,0.9,あり,なし,なし,1346,PJ0023,福岡オフィス,通常,水,サポート
2025-10-08,EMP0018,営業2部,主任,,,0,0,0,慶弔,0.9,あり,あり,なし,765,PJ0029,名古屋オフィス,通常,水,製造
2025-10-08,EMP0124,経理部,課長,10:23,18:23,480,0,0,,0.9,なし,あり,なし,1332,PJ0029,名古屋オフィス,フレックス,水,事務
2025-10-08,EMP0086,R&D部,一般,09:30,17:30,480,0,0,,0.9,あり,なし,なし,1256,PJ0021,大阪オフィス,夜勤,水,製造
2025-10-08,EMP0076,製造1部,係長,09:06,17:28,480,22,0,,0.3,なし,あり,なし,804,PJ0004,本社,シフトB,水,サポート
2025-10-08,EMP0031,営業2部,一般,10:17,18:17,480,0,0,,0.1,なし,あり,なし,1300,PJ0001,リモート,夜勤,水,製造
2024-11-25,EMP0055,経理部,主任,09:02,17:16,480,14,0,,0.1,なし,あり,なし,1538,PJ0003,工場,シフトA,月,営業活動
2024-11-25,EMP0086,R&D部,一般,09:13,17:37,480,24,0,,1.0,あり,あり,なし,1707,PJ0017,名古屋オフィス,夜勤,月,管理
2024-11-25,EMP0125,製造1部,一般,08:28,16:44,480,16,0,,0.7,あり,なし,なし,787,PJ0020,福岡オフィス,夜勤,月,営業活動
2024-11-25,EMP0061,マーケ部,主任,08:00,16:51,480,51,0,,0.8,あり,あり,なし,1836,PJ0018,工場,夜勤,月,管理
2024-11-25,EMP0101,DX推進部,課長,10:20,18:20,480,0,0,,0.8,あり,あり,なし,1693,PJ0001,工場,シフトB,月,事務
2024-11-25,EMP0157,製造1部,主任,08:17,16:17,480,0,0,,0.4,なし,なし,なし,1840,PJ0009,工場,通常,月,管理
2024-11-25,EMP0050,マーケ部,部長,10:27,18:58,480,31,0,,0.5,なし,なし,なし,1710,PJ0025,大阪オフィス,シフトA,月,管理
2024-11-25,EMP0022,DX推進部,一般,08:53,16:31,480,38,0,,0.5,あり,あり,なし,1259,PJ0020,リモート,シフトA,月,会議
2024-11-25,EMP0186,製造2部,一般,10:55,19:01,480,66,0,,0.6,なし,なし,なし,1710,PJ0003,福岡オフィス,夜勤,月,製造
2024-11-25,EMP0068,営業2部,一般,08:15,17:01,480,106,6,,0.5,あり,あり,なし,1181,PJ0002,工場,通常,月,事務
2024-11-25,EMP0184,人事部,課長,09:37,17:08,480,31,0,,0.7,あり,なし,なし,1450,PJ0026,福岡オフィス,通常,月,製造
2024-11-25,EMP0020,製造2部,係長,09:59,17:59,480,0,0,,0.6,なし,なし,なし,1023,PJ0011,福岡オフィス,シフトA,月,開発
