請求月,利用日,アカウントID,アカウント名,サービスコード,サービス名,利用タイプ,リージョン,リソースID,利用量,単位,コスト_円,部門,システム,環境
2026-04,2026-04-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,19063.3,GB-月,57190,経営企画部門,データ分析基盤,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1740.8,GB-月,22630,経営企画部門,データ分析基盤,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1270.7,GB,17790,経営企画部門,データ分析基盤,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,818.6,時間,22920,経営企画部門,データ分析基盤,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,351.7,メトリクス,16880,経営企画部門,データ分析基盤,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,5118.1,時間,81890,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1756.2,GB-月,22830,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,528.6,時間,14800,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2294.0,時間,11470,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,214.4,メトリクス,10290,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2316.7,GB-月,6950,管理部門,社内ポータル・グループウェア,本番
2026-04,2026-04-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,13804.4,時間,220870,開発部門,開発・検証環境,開発
2026-04,2026-04-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5303.8,GB-月,68950,開発部門,開発・検証環境,開発
2026-04,2026-04-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,1000.0,時間,28000,開発部門,開発・検証環境,開発
2026-04,2026-04-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,293.8,メトリクス,14100,開発部門,開発・検証環境,開発
2026-04,2026-04-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3460.0,GB-月,10380,開発部門,開発・検証環境,開発
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,10908.8,時間,174540,管理部門,ERP基幹システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2214.6,時間,62010,管理部門,ERP基幹システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2448.5,GB-月,31830,管理部門,ERP基幹システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,345.8,メトリクス,16600,管理部門,ERP基幹システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5476.7,GB-月,32860,管理部門,ERP基幹システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,8579.4,時間,137270,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1735.4,時間,48590,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2603.8,GB-月,33850,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3914.3,GB,54800,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,5984.0,時間,29920,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5813.3,GB-月,17440,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,216.5,メトリクス,10390,EC事業部,ECサイト,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,10490.6,時間,167850,製造部門,生産管理システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2083.9,時間,58350,製造部門,生産管理システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3357.7,GB-月,43650,製造部門,生産管理システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,297.7,メトリクス,14290,製造部門,生産管理システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2436.7,GB-月,14620,製造部門,生産管理システム,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,6000.6,時間,96010,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1423.2,時間,39850,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1700.8,GB-月,22110,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1090.7,GB,15270,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,203.1,メトリクス,9750,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3110.0,GB-月,9330,営業部門,顧客管理(CRM),本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,6118.1,時間,97890,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,19990.0,GB-月,59970,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1799.2,GB-月,23390,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1392.9,GB,19500,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,814.6,時間,22810,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,358.8,メトリクス,17220,経営企画部門,データ分析基盤,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,5189.4,時間,83030,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1629.2,GB-月,21180,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,521.1,時間,14590,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2276.0,時間,11380,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,224.2,メトリクス,10760,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2453.3,GB-月,7360,管理部門,社内ポータル・グループウェア,本番
2026-05,2026-05-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,13470.6,時間,215530,開発部門,開発・検証環境,開発
2026-05,2026-05-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5207.7,GB-月,67700,開発部門,開発・検証環境,開発
2026-05,2026-05-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,1026.4,時間,28740,開発部門,開発・検証環境,開発
2026-05,2026-05-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,288.1,メトリクス,13830,開発部門,開発・検証環境,開発
2026-05,2026-05-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3576.7,GB-月,10730,開発部門,開発・検証環境,開発
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,11156.2,時間,178500,管理部門,ERP基幹システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2391.1,時間,66950,管理部門,ERP基幹システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2478.5,GB-月,32220,管理部門,ERP基幹システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,347.5,メトリクス,16680,管理部門,ERP基幹システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5528.3,GB-月,33170,管理部門,ERP基幹システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,9179.4,時間,146870,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1893.2,時間,53010,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2661.5,GB-月,34600,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,4082.9,GB,57160,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,6254.0,時間,31270,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5993.3,GB-月,17980,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,221.5,メトリクス,10630,EC事業部,ECサイト,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,10595.0,時間,169520,製造部門,生産管理システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2153.9,時間,60310,製造部門,生産管理システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3475.4,GB-月,45180,製造部門,生産管理システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,326.2,メトリクス,15660,製造部門,生産管理システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2643.3,GB-月,15860,製造部門,生産管理システム,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,6083.1,時間,97330,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1405.0,時間,39340,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1752.3,GB-月,22780,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1062.9,GB,14880,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,197.9,メトリクス,9500,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3163.3,GB-月,9490,営業部門,顧客管理(CRM),本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,6112.5,時間,97800,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,20833.3,GB-月,62500,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1846.2,GB-月,24000,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1384.3,GB,19380,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,906.4,時間,25380,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,370.6,メトリクス,17790,経営企画部門,データ分析基盤,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,4856.2,時間,77700,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1688.5,GB-月,21950,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,529.6,時間,14830,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2344.0,時間,11720,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,209.2,メトリクス,10040,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2443.3,GB-月,7330,管理部門,社内ポータル・グループウェア,本番
2026-06,2026-06-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,14676.2,時間,234820,開発部門,開発・検証環境,開発
2026-06,2026-06-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5386.2,GB-月,70020,開発部門,開発・検証環境,開発
2026-06,2026-06-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,1011.4,時間,28320,開発部門,開発・検証環境,開発
2026-06,2026-06-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,299.6,メトリクス,14380,開発部門,開発・検証環境,開発
2026-06,2026-06-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3563.3,GB-月,10690,開発部門,開発・検証環境,開発
